"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"2135","Niddrie",1,325000,"PI","Nelson",2017-05-20,11.2,"3042",1,1,58,2015,-37.7355,144.8874,"Western Metropolitan",2291,61,"4,851","Moonee Valley",5,2017
"2136","Niddrie",2,510000,"VB","Barry",2017-05-20,11.2,"3042",1,1,69,2013,-37.7343,144.8824,"Western Metropolitan",2291,61,"4,851","Moonee Valley",5,2017
"2137","Pascoe Vale",2,427500,"S","hockingstuart",2017-05-20,9.9,"3044",1,1,75,1988,-37.7216,144.9292,"Northern Metropolitan",7485,59,"14,871","Moreland",5,2017
"2138","Prahran",2,630000,"S","hockingstuart",2017-05-20,4.5,"3181",1,1,59,1970,-37.8538,145.0088,"Southern Metropolitan",7717,87,"11,171","Stonnington",5,2017
"2139","Prahran",2,690000,"S","McGrath",2017-05-20,4.5,"3181",2,2,76,1965,-37.8597,145.0093,"Southern Metropolitan",7717,87,"11,171","Stonnington",5,2017
"2140","Prahran",2,570000,"S","Gary",2017-05-20,4.5,"3181",1,1,76,1965,-37.8489,144.9903,"Southern Metropolitan",7717,87,"11,171","Stonnington",5,2017
"2141","Reservoir",1,407000,"S","Ray",2017-05-20,11.2,"3073",1,1,49,1980,-37.7196,145.0092,"Northern Metropolitan",21650,60,"47,517","Darebin",5,2017
"2142","South Yarra",2,851000,"S","Biggin",2017-05-20,3.3,"3141",1,1,76,1970,-37.8471,145.0019,"Southern Metropolitan",14887,92,"19,186","Stonnington",5,2017
"2143","St Kilda",2,680000,"S","Buxton",2017-05-20,6.1,"3182",1,0,76,1970,-37.859,144.9816,"Southern Metropolitan",13240,93,"17,802","Port Phillip",5,2017
"2144","Thornbury",2,6e+05,"S","Love",2017-05-20,6.5,"3071",1,1,59,1960,-37.7549,144.9979,"Northern Metropolitan",8870,77,"17,473","Darebin",5,2017
"2145","Toorak",2,750000,"PI","Williams",2017-05-20,4.6,"3142",1,1,76,1970,-37.8432,145.0137,"Southern Metropolitan",7217,74,"12,832","Stonnington",5,2017
"2146","Other",2,360000,"SP","Other",2017-05-20,5.3,"3032",1,1,51,2010,-37.7847,144.9383,"Western Metropolitan",1052,73,"1,685","Moonee Valley",5,2017
"2147","West Footscray",2,266000,"S","Sweeney",2017-05-20,8.2,"3012",1,1,65,1970,-37.8062,144.8665,"Western Metropolitan",5058,64,"10,215","Maribyrnong",5,2017
"2148","Yarraville",2,497600,"SP","Jas",2017-05-20,7,"3013",1,1,76,1970,-37.8167,144.8936,"Western Metropolitan",6543,77,"13,811","Maribyrnong",5,2017
"2149","Abbotsford",2,505000,"PI","Nelson",2017-05-27,3,"3067",1,1,38,1970,-37.80206,145.00015,"Northern Metropolitan",4019,84,"4,922","Yarra",5,2017
"2150","Albion",3,6e+05,"SA","Douglas",2017-05-27,10.5,"3020",2,2,127,2013,-37.77976,144.81559,"Western Metropolitan",2185,53,"4,322","Brimbank",5,2017
"2151","Armadale",2,590000,"S","Jellis",2017-05-27,6.3,"3143",1,1,76,1970,-37.85963,145.02077,"Southern Metropolitan",4836,74,"8,732","Stonnington",5,2017
"2152","Armadale",2,410000,"VB","hockingstuart",2017-05-27,6.3,"3143",1,0,63,1967,-37.85549,145.0163,"Southern Metropolitan",4836,74,"8,732","Stonnington",5,2017
"2153","Balwyn",2,830000,"S","Fletchers",2017-05-27,7.9,"3103",2,1,101.76,2007,-37.81192,145.07506,"Southern Metropolitan",5682,72,"12,945","Boroondara",5,2017
"2154","Balwyn",2,725000,"VB","Noel",2017-05-27,7.9,"3103",1,1,76,1975,-37.80626,145.08776,"Southern Metropolitan",5682,72,"12,945","Boroondara",5,2017
"2155","Balwyn",2,460000,"PI","Barry",2017-05-27,7.9,"3103",1,1,76,1975,-37.81172,145.08175,"Southern Metropolitan",5682,72,"12,945","Boroondara",5,2017
"2156","Balwyn",2,602000,"S","Noel",2017-05-27,7.9,"3103",1,1,72,1960,-37.81623,145.0841,"Southern Metropolitan",5682,72,"12,945","Boroondara",5,2017
"2157","Balwyn North",2,725000,"S","Fletchers",2017-05-27,9.7,"3104",1,1,76,1970,-37.79541,145.0657,"Southern Metropolitan",7809,61,"20,345","Boroondara",5,2017
"2158","Bentleigh",2,420000,"SP","Gary",2017-05-27,11.4,"3204",1,1,68,1970,-37.9336,145.04509,"Southern Metropolitan",6795,75,"14,926","Glen Eira",5,2017
"2159","Other",3,1080000,"S","Buxton",2017-05-27,17.3,"3193",2,2,144,1980,-37.97359,145.0214,"Southern Metropolitan",2866,59,"5,937","Bayside",5,2017
"2160","Other",2,623500,"SA","Buxton",2017-05-27,17.3,"3193",1,1,76,1970,-37.97363,145.02302,"Southern Metropolitan",2866,59,"5,937","Bayside",5,2017
"2161","Brighton",3,1370000,"S","Hodges",2017-05-27,10.5,"3186",1,2,114.5,1970,-37.90899,145.00046,"Southern Metropolitan",10579,75,"21,267","Bayside",5,2017
"2162","Brunswick",2,460000,"VB","Nelson",2017-05-27,5.2,"3056",1,1,52,1970,-37.75867,144.95679,"Northern Metropolitan",11918,84,"22,739","Moreland",5,2017
"2163","Brunswick",2,755000,"SP","Jellis",2017-05-27,5.2,"3056",1,0,76,1970,-37.76162,144.9608,"Northern Metropolitan",11918,84,"22,739","Moreland",5,2017
"2164","Brunswick West",2,460000,"S","Ray",2017-05-27,5.2,"3055",1,1,60,1970,-37.75948,144.94758,"Northern Metropolitan",7082,66,"13,171","Moreland",5,2017
"2165","Brunswick West",1,263100,"S","Frank",2017-05-27,5.2,"3055",1,1,49,1975,-37.75953,144.94094,"Northern Metropolitan",7082,66,"13,171","Moreland",5,2017
"2166","Carlton",2,1100000,"VB","Jellis",2017-05-27,1.6,"3053",2,2,76,2008,-37.80279,144.96442,"Northern Metropolitan",6786,97,"13,505","Melbourne",5,2017
"2167","Carnegie",3,1042000,"S","hockingstuart",2017-05-27,10.1,"3163",2,2,122,2008,-37.89622,145.06032,"Southern Metropolitan",7822,75,"16,333","Glen Eira",5,2017
"2168","Other",2,570000,"S","hockingstuart",2017-05-27,8.7,"3162",1,1,65,1960,-37.88524,145.02398,"Southern Metropolitan",2379,73,"5,159","Glen Eira",5,2017
"2169","Cheltenham",2,601000,"S","Buxton",2017-05-27,17.9,"3192",1,1,94,1972,-37.95745,145.07219,"Southern Metropolitan",9758,71,"20,273","Kingston",5,2017
"2170","Other",3,7e+05,"SP","hockingstuart",2017-05-27,17.5,"Other",2,2,114.5,2006,-37.93296,145.12664,"South-Eastern Metropolitan",4734,53,"11,631","Kingston",5,2017
"2171","Clifton Hill",2,556000,"S","Nelson",2017-05-27,3.6,"3068",1,0,76,1968,-37.78745,145.00061,"Northern Metropolitan",2954,85,"5,782","Yarra",5,2017
"2172","Cremorne",2,570000,"S","Biggin",2017-05-27,2.4,"3121",2,1,75,2007,-37.83011,144.99044,"Northern Metropolitan",1123,89,"1,572","Yarra",5,2017
"2173","Doncaster East",3,871000,"S","Fletchers",2017-05-27,14.3,"3109",2,2,142,2010,-37.79979,145.15665,"Eastern Metropolitan",10999,58,"27,069","Manningham",5,2017
"2174","Other",2,612500,"S","Ray",2017-05-27,27,"Other",1,2,88,1975,-38.03093,145.11618,"South-Eastern Metropolitan",2546,53,"5,466","Kingston",5,2017
"2175","Elwood",2,902000,"S","RT",2017-05-27,7.2,"3184",1,0,86,1940,-37.87944,144.99375,"Southern Metropolitan",8989,84,"14,644","Port Phillip",5,2017
"2176","Elwood",2,660000,"S","Chisholm",2017-05-27,7.2,"3184",1,1,76,1960,-37.88945,144.99015,"Southern Metropolitan",8989,84,"14,644","Port Phillip",5,2017
"2177","Epping",3,380500,"SP","Other",2017-05-27,19.6,"3076",2,1,114.5,2013,-37.6349,145.04042,"Northern Metropolitan",10926,42,"26,340","Whittlesea",5,2017
"2178","Essendon",1,280000,"S","Frank",2017-05-27,7.5,"3040",1,1,49,1970,-37.75209,144.92255,"Western Metropolitan",9264,71,"18,841","Moonee Valley",5,2017
"2179","Essendon North",2,445000,"PI","Barry",2017-05-27,8.2,"3041",1,1,63.4,1970,-37.7388,144.89984,"Western Metropolitan",1308,74,"2,292","Moonee Valley",5,2017
"2180","Ferntree Gully",2,617000,"S","Other",2017-05-27,24.8,"Other",2,1,120,2011,-37.87275,145.26325,"Eastern Metropolitan",10788,56,"25,561","Knox",5,2017
"2181","Fitzroy North",1,495000,"S","Jellis",2017-05-27,3.6,"3068",1,1,49,2010,-37.78737,144.98735,"Northern Metropolitan",6244,93,"11,451","Yarra",5,2017
"2182","Glen Iris",3,1330000,"S","Fletchers",2017-05-27,7.3,"3146",2,2,114.5,1960,-37.85948,145.08571,"Southern Metropolitan",10412,65,"24,992","Boroondara",5,2017
"2183","Glen Iris",2,762000,"S","Jellis",2017-05-27,7.3,"3146",1,1,93,1875,-37.85563,145.04369,"Southern Metropolitan",10412,65,"24,992","Stonnington",5,2017
"2184","Glen Iris",2,501000,"S","hockingstuart",2017-05-27,7.3,"3146",1,1,76,1960,-37.85285,145.04608,"Southern Metropolitan",10412,65,"24,992","Stonnington",5,2017
"2185","Glen Waverley",3,1135000,"S","McGrath",2017-05-27,16.7,"3150",2,2,152,1980,-37.86931,145.15081,"Eastern Metropolitan",15321,59,"39,227","Monash",5,2017
"2186","Glenroy",1,362500,"SP","Brad",2017-05-27,11.2,"3046",1,1,75,1980,-37.70917,144.92291,"Northern Metropolitan",8870,54,"19,671","Moreland",5,2017
"2187","Hawthorn",2,525000,"SP","Marshall",2017-05-27,5.3,"3122",1,1,76,1970,-37.82676,145.04444,"Southern Metropolitan",11308,85,"21,138","Boroondara",5,2017
"2188","Hawthorn",2,697000,"S","Marshall",2017-05-27,5.3,"3122",1,1,76,1970,-37.82887,145.03676,"Southern Metropolitan",11308,85,"21,138","Boroondara",5,2017
"2189","Hawthorn",2,5e+05,"VB","Gary",2017-05-27,5.3,"3122",2,1,76,1970,-37.8213,145.02913,"Southern Metropolitan",11308,85,"21,138","Boroondara",5,2017
"2190","Hawthorn East",2,5e+05,"S","hockingstuart",2017-05-27,6.2,"3123",1,1,72,1970,-37.83012,145.04751,"Southern Metropolitan",6482,83,"13,113","Boroondara",5,2017
"2191","Hawthorn East",1,441000,"S","Jellis",2017-05-27,6.2,"3123",1,0,50,1960,-37.8327,145.05428,"Southern Metropolitan",6482,83,"13,113","Boroondara",5,2017
"2192","Hawthorn East",2,802500,"S","Jellis",2017-05-27,6.2,"3123",1,2,87,1970,-37.82524,145.05568,"Southern Metropolitan",6482,83,"13,113","Boroondara",5,2017
"2193","Heidelberg Heights",3,630000,"VB","Miles",2017-05-27,8.8,"3081",1,1,114.5,1989,-37.73426,145.05986,"Eastern Metropolitan",2947,64,"6,410","Banyule",5,2017
"2194","Heidelberg West",2,444000,"S","Miles",2017-05-27,8.8,"3081",1,1,76,1970,-37.74432,145.04721,"Eastern Metropolitan",2674,68,"5,335","Banyule",5,2017
"2195","Hughesdale",3,1203500,"S","Ray",2017-05-27,12.3,"3166",2,2,127,2000,-37.89829,145.08141,"Southern Metropolitan",3145,74,"7,062","Monash",5,2017
"2196","Kensington",1,4e+05,"SP","Edward",2017-05-27,3.4,"3031",1,1,56,2008,-37.79741,144.92614,"Northern Metropolitan",5263,82,"9,689","Melbourne",5,2017
"2197","Kew",3,660000,"S","Jellis",2017-05-27,5.4,"3101",1,1,114.5,1966,-37.81207,145.0371,"Southern Metropolitan",10331,71,"23,871","Boroondara",5,2017
"2198","Kew",2,682000,"S","Nelson",2017-05-27,5.4,"3101",1,1,80,1966,-37.80154,145.03258,"Southern Metropolitan",10331,71,"23,871","Boroondara",5,2017
"2199","Lalor",2,383000,"S","Harcourts",2017-05-27,16.3,"3075",1,2,76,1980,-37.67527,145.02775,"Northern Metropolitan",8279,50,"19,853","Whittlesea",5,2017
"2200","Other",2,650000,"PI","Morrison",2017-05-27,14.6,"Other",2,2,120,1995,-37.72473,145.11657,"Eastern Metropolitan",1624,54,"3,800","Banyule",5,2017
"2201","Maribyrnong",2,450000,"SP","Raine",2017-05-27,4.3,"3032",1,1,93,1940,-37.77296,144.88057,"Western Metropolitan",4918,70,"10,135","Maribyrnong",5,2017
"2202","Maribyrnong",2,530000,"S","hockingstuart",2017-05-27,4.3,"3032",1,1,88,1980,-37.77323,144.89268,"Western Metropolitan",4918,70,"10,135","Maribyrnong",5,2017
"2203","Melbourne",2,720000,"S","Harcourts",2017-05-27,0,"3000",1,1,86,1976,-37.81267,144.96273,"Northern Metropolitan",17496,93,"28,353","Melbourne",5,2017
"2204","Mitcham",2,695000,"S","Barry",2017-05-27,17.2,"3132",1,1,90,2011,-37.80574,145.18832,"Eastern Metropolitan",6871,64,"14,829","Whitehorse",5,2017
"2205","Mitcham",3,820000,"VB","Noel",2017-05-27,17.2,"3132",1,2,110,1960,-37.82596,145.1872,"Eastern Metropolitan",6871,64,"14,829","Whitehorse",5,2017
"2206","Mitcham",3,775000,"SP","Jellis",2017-05-27,17.2,"3132",1,2,110,1975,-37.8135,145.19972,"Eastern Metropolitan",6871,64,"14,829","Whitehorse",5,2017
"2207","Mount Waverley",2,670000,"S","McGrath",2017-05-27,14.2,"3149",1,1,76,1970,-37.87128,145.13051,"Eastern Metropolitan",13366,62,"32,063","Monash",5,2017
"2208","Mount Waverley",2,620000,"S","Stockdale",2017-05-27,14.2,"3149",1,1,76,1970,-37.87677,145.11961,"Eastern Metropolitan",13366,62,"32,063","Monash",5,2017
"2209","Murrumbeena",3,1160000,"S","Hodges",2017-05-27,10.1,"3163",2,2,114.5,1975,-37.89706,145.07483,"Southern Metropolitan",4442,71,"8,573","Glen Eira",5,2017
"2210","North Melbourne",2,799000,"S","Jellis",2017-05-27,1.8,"3051",1,1,73,1900,-37.79999,144.94961,"Northern Metropolitan",6821,87,"11,733","Melbourne",5,2017
"2211","Other",3,777000,"S","Barry",2017-05-27,15.4,"3131",2,2,113,2014,-37.81359,145.17574,"Eastern Metropolitan",4973,63,"10,925","Whitehorse",5,2017
"2212","Ormond",2,640000,"PI","Ray",2017-05-27,11.4,"3204",1,1,76,1975,-37.90323,145.04286,"Southern Metropolitan",3578,72,"7,707","Glen Eira",5,2017
"2213","Pascoe Vale",3,736000,"S","Nelson",2017-05-27,8.5,"3044",1,0,116,1950,-37.71798,144.93965,"Northern Metropolitan",7485,59,"14,871","Moreland",5,2017
"2214","Port Melbourne",1,545000,"S","Chisholm",2017-05-27,3.5,"3207",1,1,49,2000,-37.84237,144.94486,"Southern Metropolitan",8648,84,"14,520","Port Phillip",5,2017
"2215","Prahran",2,698000,"S","Marshall",2017-05-27,4.6,"3181",1,1,85,1900,-37.85163,144.9943,"Southern Metropolitan",7717,87,"11,171","Stonnington",5,2017
"2216","Prahran",2,660000,"S","hockingstuart",2017-05-27,4.6,"3181",1,1,76,1965,-37.85672,145.00273,"Southern Metropolitan",7717,87,"11,171","Stonnington",5,2017
"2217","Prahran",2,740000,"S","Biggin",2017-05-27,4.6,"3181",1,1,100,1940,-37.85931,145.00616,"Southern Metropolitan",7717,87,"11,171","Stonnington",5,2017
"2218","Preston",3,550000,"PI","Harcourts",2017-05-27,8.4,"3072",2,1,114.5,2012,-37.74762,145.00261,"Northern Metropolitan",14577,73,"29,893","Darebin",5,2017
"2219","Reservoir",2,470000,"S","hockingstuart",2017-05-27,12,"3073",1,1,76,2007,-37.70932,145.02484,"Northern Metropolitan",21650,60,"47,517","Darebin",5,2017
"2220","Richmond",1,314000,"SP","Biggin",2017-05-27,2.4,"3121",1,1,37,1970,-37.81256,144.99347,"Northern Metropolitan",14949,90,"23,838","Yarra",5,2017
"2221","Other",2,609000,"S","Barry",2017-05-27,21.3,"3135",1,2,70,1970,-37.80551,145.24589,"Eastern Metropolitan",4407,57,"9,737","Maroondah",5,2017
"2222","Sandringham",2,760000,"S","Buxton",2017-05-27,15.2,"Other",1,1,82,1970,-37.95142,145.01977,"Southern Metropolitan",4497,68,"9,303","Bayside",5,2017
"2223","Sandringham",3,630000,"PI","Ray",2017-05-27,15.2,"Other",2,3,114.5,1970,-37.95541,145.02944,"Southern Metropolitan",4497,68,"9,303","Bayside",5,2017
"2224","South Yarra",3,1430000,"S","Jellis",2017-05-27,2.7,"3141",3,1,114.5,1996,-37.84014,144.99441,"Southern Metropolitan",14887,92,"19,186","Stonnington",5,2017
"2225","South Yarra",1,4e+05,"VB","Jellis",2017-05-27,2.7,"3141",1,1,43,1950,-37.83678,145.00137,"Southern Metropolitan",14887,92,"19,186","Stonnington",5,2017
"2226","Southbank",2,6e+05,"S","hockingstuart",2017-05-27,0.7,"3006",1,1,78,2000,-37.8281,144.96627,"Southern Metropolitan",8400,91,"11,254","Melbourne",5,2017
"2227","St Kilda",2,730000,"S","RT",2017-05-27,5,"3182",1,0,76,1970,-37.86309,144.98302,"Southern Metropolitan",13240,93,"17,802","Port Phillip",5,2017
"2228","St Kilda",1,480000,"PI","Buxton",2017-05-27,5,"3182",1,1,64,1930,-37.86305,144.9911,"Southern Metropolitan",13240,93,"17,802","Port Phillip",5,2017
"2229","Sunshine",1,245000,"SP","Douglas",2017-05-27,10.5,"3020",1,1,49,1970,-37.79501,144.8262,"Western Metropolitan",3755,71,"8,849","Brimbank",5,2017
"2230","Thornbury",2,745000,"S","McGrath",2017-05-27,7,"3071",1,1,70,1975,-37.75668,145.00929,"Northern Metropolitan",8870,77,"17,473","Darebin",5,2017
"2231","Other",3,390000,"SP","Sweeney",2017-05-27,18.4,"3029",2,1,138,2008,-37.84169,144.72333,"Western Metropolitan",5811,20,"8,971","Wyndham",5,2017
"2232","West Footscray",3,597000,"SP","Jas",2017-05-27,6.4,"3012",1,1,120,1995,-37.80962,144.86877,"Western Metropolitan",5058,64,"10,215","Maribyrnong",5,2017
"2233","West Melbourne",2,660000,"PI","Nelson",2017-05-27,3.1,"3003",1,1,91,1993,-37.80848,144.9437,"Northern Metropolitan",2230,89,"3,758","Melbourne",5,2017
"2234","Williamstown",2,880000,"S","hockingstuart",2017-05-27,6.8,"3016",1,2,78.54,2000,-37.86682,144.90003,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",5,2017
"2235","Yarraville",2,709500,"SP","Jas",2017-05-27,6.3,"3013",1,1,80,1970,-37.81133,144.89553,"Western Metropolitan",6543,77,"13,811","Maribyrnong",5,2017
"2236","Alphington",1,320000,"S","Miles",2017-06-05,6.4,"3078",1,1,49,1960,-37.7793,145.0327,"Northern Metropolitan",2211,69,"4,573","Darebin",6,2017
"2237","Avondale Heights",3,765000,"S","Moonee",2017-06-05,10.5,"3034",2,1,150,2008,-37.7593,144.8561,"Western Metropolitan",4502,59,"11,015","Moonee Valley",6,2017
"2238","Box Hill",2,780000,"S","Ray",2017-06-05,13.1,"3128",1,1,80,2014,-37.8158,145.1384,"Eastern Metropolitan",4605,72,"9,706","Whitehorse",6,2017
"2239","Brunswick",2,735000,"SP","Walshe",2017-06-05,5.2,"3056",1,2,77,1970,-37.7586,144.9653,"Northern Metropolitan",11918,84,"22,739","Moreland",6,2017
"2240","Brunswick West",2,407500,"SP","hockingstuart",2017-06-05,5.9,"3055",1,1,67,1970,-37.7686,144.9421,"Northern Metropolitan",7082,66,"13,171","Moreland",6,2017
"2241","Bulleen",3,860000,"S","Jellis",2017-06-05,11.8,"3105",1,1,110,1999,-37.7769,145.088,"Eastern Metropolitan",4480,59,"10,848","Manningham",6,2017
"2242","Burwood",2,605000,"S","Noel",2017-06-05,11.7,"3125",1,1,76,1965,-37.8495,145.0999,"Southern Metropolitan",5678,59,"13,172","Whitehorse",6,2017
"2243","Burwood",2,580000,"S","McGrath",2017-06-05,11.7,"3125",1,1,76,1970,-37.8528,145.1318,"Southern Metropolitan",5678,59,"13,172","Whitehorse",6,2017
"2244","Carnegie",2,635000,"S","Noel",2017-06-05,11.4,"3163",1,1,73,1980,-37.8981,145.0619,"Southern Metropolitan",7822,75,"16,333","Glen Eira",6,2017
"2245","Other",2,535000,"S","Biggin",2017-06-05,8.9,"3162",1,1,76,1960,-37.8883,145.0342,"Southern Metropolitan",2379,73,"5,159","Glen Eira",6,2017
"2246","Coburg",2,495000,"S","Barry",2017-06-05,7.8,"3058",1,0,69,1960,-37.7506,144.9694,"Northern Metropolitan",11204,71,"24,996","Moreland",6,2017
"2247","Collingwood",2,535000,"S","Nelson",2017-06-05,1.6,"3066",1,1,63,1970,-37.7981,144.9883,"Northern Metropolitan",4553,92,"6,490","Yarra",6,2017
"2248","Essendon",2,440000,"S","Barry",2017-06-05,8,"3040",1,1,76,1975,-37.749,144.9067,"Western Metropolitan",9264,71,"18,841","Moonee Valley",6,2017
"2249","Fairfield",2,676000,"S","Jellis",2017-06-05,5.8,"3078",1,1,87,2002,-37.7847,145.0109,"Northern Metropolitan",2970,72,"5,937","Yarra",6,2017
"2250","Fitzroy North",1,330000,"S","Nelson",2017-06-05,3.5,"3068",1,1,32,1970,-37.777,144.9836,"Northern Metropolitan",6244,93,"11,451","Yarra",6,2017
"2251","Hawthorn",1,440000,"S","Jellis",2017-06-05,4.6,"3122",1,1,51,1960,-37.8194,145.0397,"Southern Metropolitan",11308,85,"21,138","Boroondara",6,2017
"2252","Kew",2,7e+05,"SP","Jellis",2017-06-05,5.6,"3101",1,1,76,1966,-37.7977,145.0333,"Southern Metropolitan",10331,71,"23,871","Boroondara",6,2017
"2253","Malvern",1,365000,"SP","hockingstuart",2017-06-05,7.4,"3144",1,1,46,1960,-37.8691,145.0345,"Southern Metropolitan",4675,80,"9,494","Stonnington",6,2017
"2254","Melbourne",1,432000,"S","Greg",2017-06-05,2.8,"3000",1,1,49,2001,-37.8116,144.9603,"Northern Metropolitan",17496,93,"28,353","Melbourne",6,2017
"2255","Moonee Ponds",1,296000,"PI","Village",2017-06-05,6.9,"3039",1,1,49,1990,-37.7605,144.9071,"Western Metropolitan",6232,75,"13,507","Moonee Valley",6,2017
"2256","Northcote",2,680000,"SP","McGrath",2017-06-05,5.5,"3070",2,1,70,2009,-37.7679,144.9994,"Northern Metropolitan",11364,82,"22,914","Darebin",6,2017
"2257","Parkville",3,835000,"S","Nelson",2017-06-05,2.6,"3052",1,1,114.5,1978,-37.7867,144.9572,"Northern Metropolitan",2309,79,"6,193","Melbourne",6,2017
"2258","Preston",2,413000,"SP","Raine",2017-06-05,8.8,"3072",1,1,76,2009,-37.7499,145.0031,"Northern Metropolitan",14577,73,"29,893","Darebin",6,2017
"2259","Reservoir",2,406000,"S","Barry",2017-06-05,11.2,"3073",1,1,76,1980,-37.7093,145.0083,"Northern Metropolitan",21650,60,"47,517","Darebin",6,2017
"2260","Reservoir",3,615000,"S","Barry",2017-06-05,11.2,"3073",1,2,114.5,1980,-37.7018,145.0134,"Northern Metropolitan",21650,60,"47,517","Darebin",6,2017
"2261","Richmond",2,1226000,"S","hockingstuart",2017-06-05,2.6,"3121",1,1,99,1996,-37.821,145.0054,"Northern Metropolitan",14949,90,"23,838","Yarra",6,2017
"2262","South Yarra",3,1320000,"S","RT",2017-06-05,3.3,"3141",2,2,15,1970,-37.8398,144.9945,"Southern Metropolitan",14887,92,"19,186","Stonnington",6,2017
"2263","South Yarra",2,8e+05,"VB","Other",2017-06-05,3.3,"3141",2,2,76,2000,-37.8361,144.9966,"Southern Metropolitan",14887,92,"19,186","Stonnington",6,2017
"2264","South Yarra",1,537000,"S","hockingstuart",2017-06-05,3.3,"3141",1,1,49,2000,-37.8361,144.9966,"Southern Metropolitan",14887,92,"19,186","Stonnington",6,2017
"2265","St Kilda",1,346000,"SP","Buxton",2017-06-05,6.1,"3182",1,1,49,1970,-37.8585,144.983,"Southern Metropolitan",13240,93,"17,802","Port Phillip",6,2017
"2266","Surrey Hills",2,682000,"S","Other",2017-06-05,11.2,"3127",1,2,76,1970,-37.8271,145.1032,"Southern Metropolitan",5457,66,"13,143","Whitehorse",6,2017
"2267","Abbotsford",2,480000,"S","hockingstuart",2017-06-17,3,"3067",1,1,64,1970,-37.80915,145.00066,"Northern Metropolitan",4019,84,"4,922","Yarra",6,2017
"2268","Altona",3,670000,"S","Sweeney",2017-06-17,11,"3018",2,1,88,1988,-37.86066,144.82013,"Western Metropolitan",5301,63,"9,916","Hobsons Bay",6,2017
"2269","Armadale",2,595000,"S","Jellis",2017-06-17,6.3,"3143",1,1,76,1970,-37.86048,145.01498,"Southern Metropolitan",4836,74,"8,732","Stonnington",6,2017
"2270","Balwyn North",3,1420000,"PI","hockingstuart",2017-06-17,9.7,"3104",2,2,114.5,1970,-37.79673,145.06853,"Southern Metropolitan",7809,61,"20,345","Boroondara",6,2017
"2271","Other",2,520000,"S","Other",2017-06-17,23.2,"Other",1,1,76,1970,-37.83777,145.26345,"Eastern Metropolitan",5030,61,"11,263","Knox",6,2017
"2272","Other",2,879000,"S","Hodges",2017-06-17,17.3,"3193",1,1,88,1970,-37.96341,145.01735,"Southern Metropolitan",2866,59,"5,937","Bayside",6,2017
"2273","Other",2,725000,"PI","Woodards",2017-06-17,13.4,"3130",2,2,76,1970,-37.83459,145.15721,"Eastern Metropolitan",4387,63,"10,589","Whitehorse",6,2017
"2274","Brighton",2,855000,"PI","Buxton",2017-06-17,10.5,"3186",1,1,76,1970,-37.89571,144.99796,"Southern Metropolitan",10579,75,"21,267","Bayside",6,2017
"2275","Brighton",3,1410000,"S","Nick",2017-06-17,10.5,"3186",2,2,114.5,1970,-37.89886,144.99462,"Southern Metropolitan",10579,75,"21,267","Bayside",6,2017
"2276","Broadmeadows",2,310000,"S","Barry",2017-06-17,14,"3047",1,1,90,2008,-37.68489,144.9212,"Northern Metropolitan",4294,56,"10,549","Hume",6,2017
"2277","Brunswick",2,510000,"SP","Jellis",2017-06-17,5.2,"3056",1,0,64,2009,-37.77002,144.97154,"Northern Metropolitan",11918,84,"22,739","Moreland",6,2017
"2278","Brunswick West",1,312000,"S","Jellis",2017-06-17,5.2,"3055",1,1,40,1970,-37.75847,144.94226,"Northern Metropolitan",7082,66,"13,171","Moreland",6,2017
"2279","Brunswick West",3,763000,"S","Nelson",2017-06-17,5.2,"3055",1,1,114.5,1970,-37.75904,144.93388,"Northern Metropolitan",7082,66,"13,171","Moreland",6,2017
"2280","Camberwell",4,1900000,"VB","HAR",2017-06-17,7.7,"3124",2,4,171.5,1960,-37.826,145.0707,"Southern Metropolitan",8920,66,"20,022","Boroondara",6,2017
"2281","Caulfield South",1,295000,"SP","Gary",2017-06-17,8.7,"3162",1,1,49,1970,-37.89614,145.01323,"Southern Metropolitan",5051,70,"11,292","Glen Eira",6,2017
"2282","Cheltenham",2,535000,"S","O'Brien",2017-06-17,17.9,"3192",1,2,76,1980,-37.96597,145.07535,"Southern Metropolitan",9758,71,"20,273","Kingston",6,2017
"2283","Doncaster",4,885000,"S","Barry",2017-06-17,12.4,"3108",2,2,171.5,1986,-37.78457,145.10453,"Eastern Metropolitan",9028,58,"18,372","Manningham",6,2017
"2284","Doncaster East",3,850000,"S","Philip",2017-06-17,14.3,"3109",2,1,145,1980,-37.78963,145.16973,"Eastern Metropolitan",10999,58,"27,069","Manningham",6,2017
"2285","Elsternwick",2,550000,"S","Biggin",2017-06-17,7.2,"3185",1,1,69,1970,-37.88533,145.01049,"Southern Metropolitan",4898,83,"9,772","Glen Eira",6,2017
"2286","Elwood",2,550000,"VB","Other",2017-06-17,7.2,"3184",1,1,76,1970,-37.87987,144.99252,"Southern Metropolitan",8989,84,"14,644","Port Phillip",6,2017
"2287","Elwood",2,810000,"S","hockingstuart",2017-06-17,7.2,"3184",1,1,87,1935,-37.8835,144.99549,"Southern Metropolitan",8989,84,"14,644","Port Phillip",6,2017
