"","Suburb","Type","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","CouncilArea","Month","Year"
"11588","Mentone","t",3,881000,"S","Buxton",2017-08-19,20,"3194",2,1,332,135,1989,-37.98001,145.07457,"South-Eastern Metropolitan",6162,"Kingston",8,2017
"11589","Other","h",3,547000,"S","Ray",2017-08-19,25.9,"Other",2,2,410,135,2012,-37.59665,145.08877,"Northern Metropolitan",5812,"Whittlesea",8,2017
"11590","Other","h",3,430000,"SP","Harcourts",2017-08-19,25.9,"Other",2,2,180,130,2012,-37.59827,145.07939,"Northern Metropolitan",5812,"Whittlesea",8,2017
"11591","Mill Park","h",3,470000,"S","Ray",2017-08-19,17.9,"3082",1,1,290,130,1985,-37.6669,145.04234,"Northern Metropolitan",10529,"Whittlesea",8,2017
"11592","Other","h",3,756000,"S","Fletchers",2017-08-19,16.2,"Other",1,2,204,102,2000,-37.72266,145.12172,"Eastern Metropolitan",3891,"Banyule",8,2017
"11593","Other","h",3,515000,"S","Ray",2017-08-19,31.6,"Other",1,0,915,101,1970,-37.78495,145.3919,"Eastern Victoria",3532,"Other",8,2017
"11594","Mount Waverley","h",4,1340000,"S","Barry",2017-08-19,14.2,"3149",2,2,800,160,1970,-37.88859,145.13335,"Eastern Metropolitan",13366,"Monash",8,2017
"11595","Mount Waverley","h",4,1750000,"SA","Jellis",2017-08-19,14.2,"3149",2,2,570,190,1965,-37.87655,145.1401,"Eastern Metropolitan",13366,"Monash",8,2017
"11596","Niddrie","t",3,1150000,"SP","Barry",2017-08-19,10.4,"3042",2,1,317,210,2012,-37.74103,144.8851,"Western Metropolitan",2291,"Moonee Valley",8,2017
"11597","Other","h",3,1218000,"S","Ray",2017-08-19,15.4,"3131",1,1,757,125,1953,-37.82568,145.16752,"Eastern Metropolitan",4973,"Whitehorse",8,2017
"11598","Oakleigh South","h",2,955500,"S","Ray",2017-08-19,15.5,"3167",1,3,697,96,1968,-37.91698,145.11225,"South-Eastern Metropolitan",3692,"Kingston",8,2017
"11599","Ormond","h",3,1005500,"S","Jellis",2017-08-19,11.4,"3204",1,2,369,130,1940,-37.90286,145.05425,"Southern Metropolitan",3578,"Glen Eira",8,2017
"11600","Pascoe Vale","h",3,980000,"S","Nelson",2017-08-19,8.5,"3044",1,1,546,103,1950,-37.72208,144.93714,"Northern Metropolitan",7485,"Moreland",8,2017
"11601","Pascoe Vale","t",2,585500,"S","Nelson",2017-08-19,8.5,"3044",1,1,100,105,2012,-37.7249,144.9474,"Northern Metropolitan",7485,"Moreland",8,2017
"11602","Port Melbourne","h",3,1230000,"S","RT",2017-08-19,3.5,"3207",1,0,340,130,1905,-37.83674,144.9242,"Southern Metropolitan",8648,"Port Phillip",8,2017
"11603","Prahran","h",3,1390000,"S","Marshall",2017-08-19,4.6,"3181",2,1,125,0,2002,-37.85257,145.00296,"Southern Metropolitan",7717,"Stonnington",8,2017
"11604","Preston","h",3,1001000,"S","Nelson",2017-08-19,8.4,"3072",1,2,464,130,1950,-37.74503,145.01295,"Northern Metropolitan",14577,"Darebin",8,2017
"11605","Preston","h",3,961000,"S","Nelson",2017-08-19,8.4,"3072",1,2,529,144,1970,-37.75049,145.02099,"Northern Metropolitan",14577,"Darebin",8,2017
"11606","Reservoir","h",3,775500,"S","Ray",2017-08-19,12,"3073",1,3,586,120,1960,-37.69983,145.02202,"Northern Metropolitan",21650,"Darebin",8,2017
"11607","Reservoir","h",4,920000,"S","Ray",2017-08-19,12,"3073",2,2,743,190,1960,-37.70848,145.03055,"Northern Metropolitan",21650,"Darebin",8,2017
"11608","Reservoir","h",3,876000,"S","Barry",2017-08-19,12,"3073",1,2,653,120,1950,-37.71142,145.00377,"Northern Metropolitan",21650,"Darebin",8,2017
"11609","Reservoir","h",4,866000,"S","HAR",2017-08-19,12,"3073",2,4,576,150,1940,-37.69742,145.01604,"Northern Metropolitan",21650,"Darebin",8,2017
"11610","Other","h",3,4e+05,"S","Other",2017-08-19,20.6,"3064",1,2,368,130,2000,-37.63693,144.92581,"Northern Metropolitan",5833,"Hume",8,2017
"11611","South Melbourne","h",3,1412000,"SP","Marshall",2017-08-19,1.9,"3205",1,2,128,130,1880,-37.83731,144.95057,"Southern Metropolitan",5943,"Port Phillip",8,2017
"11612","South Morang","h",5,597000,"S","Ray",2017-08-19,20.5,"Other",3,2,582,175,2000,-37.62292,145.09507,"Northern Metropolitan",7969,"Whittlesea",8,2017
"11613","South Yarra","h",3,1400000,"S","hockingstuart",2017-08-19,2.7,"3141",2,2,462,130,1900,-37.84315,144.98596,"Southern Metropolitan",14887,"Stonnington",8,2017
"11614","Spotswood","h",2,782500,"S","Barlow",2017-08-19,6.2,"3015",1,1,243,96,1950,-37.82859,144.87947,"Western Metropolitan",1223,"Hobsons Bay",8,2017
"11615","Other","h",3,750000,"VB","Other",2017-08-19,22.2,"Other",1,3,775,130,1980,-37.9748,145.15213,"South-Eastern Metropolitan",4054,"Other",8,2017
"11616","St Albans","h",3,626000,"S","YPA",2017-08-19,14,"3021",1,2,557,138,1985,-37.73497,144.7864,"Western Metropolitan",14042,"Brimbank",8,2017
"11617","Other","h",3,1e+06,"S","Considine",2017-08-19,8.2,"3041",1,2,534,149,1960,-37.71106,144.89427,"Western Metropolitan",389,"Moonee Valley",8,2017
"11618","Sunbury","h",3,480500,"S","Other",2017-08-19,31.7,"3429",1,1,664,130,1988,-37.56279,144.7304,"Western Metropolitan",14092,"Hume",8,2017
"11619","Sunbury","h",3,431250,"SP","Other",2017-08-19,31.7,"3429",2,2,650,130,1988,-37.58479,144.71541,"Western Metropolitan",14092,"Hume",8,2017
"11620","Sunshine North","h",3,502500,"S","Douglas",2017-08-19,10.5,"3020",1,3,331,123,1995,-37.75962,144.82596,"Western Metropolitan",4217,"Brimbank",8,2017
"11621","Sunshine West","h",3,650000,"S","Douglas",2017-08-19,10.5,"3020",1,1,650,117,1965,-37.78651,144.81357,"Western Metropolitan",6763,"Brimbank",8,2017
"11622","Surrey Hills","h",3,2567500,"S","Fletchers",2017-08-19,10.2,"3127",2,2,1004,130,1930,-37.83603,145.10596,"Southern Metropolitan",5457,"Boroondara",8,2017
"11623","Surrey Hills","h",5,1825000,"S","Fletchers",2017-08-19,10.2,"3127",3,2,368,260,1930,-37.83587,145.10914,"Southern Metropolitan",5457,"Boroondara",8,2017
"11624","Other","h",4,1150000,"PI","Barry",2017-08-19,15.5,"Other",2,2,779,185,1980,-37.75592,145.16605,"Eastern Metropolitan",6202,"Manningham",8,2017
"11625","Templestowe Lower","h",4,1280000,"PI","Barry",2017-08-19,12.4,"3107",2,2,887,195,1970,-37.77493,145.12547,"Eastern Metropolitan",5420,"Manningham",8,2017
"11626","Thornbury","h",2,1200000,"S","Nelson",2017-08-19,7,"3071",1,1,277,96,1930,-37.75802,145.00264,"Northern Metropolitan",8870,"Darebin",8,2017
"11627","Other","h",4,635000,"S","Other",2017-08-19,18.4,"3029",2,2,512,190,2010,-37.83824,144.72102,"Western Metropolitan",5811,"Wyndham",8,2017
"11628","Other","h",5,1300000,"S","Noel",2017-08-19,17.2,"3133",2,2,891,177,1980,-37.83691,145.21269,"Eastern Metropolitan",4181,"Whitehorse",8,2017
"11629","Other","h",4,1138000,"S","Other",2017-08-19,17.2,"3133",2,2,784,190,1978,-37.85211,145.20174,"Eastern Metropolitan",4280,"Whitehorse",8,2017
"11630","Other","h",5,1360000,"S","Biggin",2017-08-19,17.2,"3133",3,2,882,212,1970,-37.85995,145.18579,"Eastern Metropolitan",4280,"Whitehorse",8,2017
"11631","Other","h",5,1300000,"S","Biggin",2017-08-19,17.2,"3133",2,2,786,260,1978,-37.86072,145.18489,"Eastern Metropolitan",4280,"Whitehorse",8,2017
"11632","Viewbank","h",4,1612000,"S","Miles",2017-08-19,8.9,"3084",2,2,1113,190,1972,-37.73106,145.10237,"Eastern Metropolitan",2698,"Banyule",8,2017
"11633","Other","h",4,1150000,"S","Harcourts",2017-08-19,14.7,"3152",2,2,842,190,1980,-37.85733,145.22616,"Eastern Metropolitan",5424,"Knox",8,2017
"11634","Wantirna South","h",5,1235000,"S","Barry",2017-08-19,14.7,"3152",3,2,634,294,2000,-37.88634,145.21601,"Eastern Metropolitan",7082,"Knox",8,2017
"11635","Watsonia","h",4,9e+05,"SP","Nelson",2017-08-19,14.5,"3087",1,1,670,190,1960,-37.71209,145.0757,"Northern Metropolitan",2329,"Banyule",8,2017
"11636","Werribee","h",3,412700,"S","hockingstuart",2017-08-19,14.7,"3030",1,1,299,112,2005,-37.89513,144.64056,"Western Metropolitan",16166,"Wyndham",8,2017
"11637","Werribee","h",3,490000,"S","hockingstuart",2017-08-19,14.7,"3030",2,2,536,141,1990,-37.90419,144.63761,"Western Metropolitan",16166,"Wyndham",8,2017
"11638","West Footscray","h",4,990000,"S","RW",2017-08-19,6.4,"3012",2,2,501,129,1960,-37.79591,144.87595,"Western Metropolitan",5058,"Maribyrnong",8,2017
"11639","West Footscray","h",3,1100500,"S","Jas",2017-08-19,6.4,"3012",2,2,427,119,1936,-37.79105,144.87914,"Western Metropolitan",5058,"Maribyrnong",8,2017
"11640","West Footscray","h",2,855000,"S","Biggin",2017-08-19,6.4,"3012",1,1,332,96,1950,-37.79136,144.87619,"Western Metropolitan",5058,"Maribyrnong",8,2017
"11641","West Footscray","h",3,675000,"VB","Other",2017-08-19,6.4,"3012",1,1,160,130,1950,-37.79219,144.87575,"Western Metropolitan",5058,"Maribyrnong",8,2017
"11642","Wheelers Hill","h",4,1194700,"SP","Fletchers",2017-08-19,16.7,"3150",2,2,875,190,1974,-37.92048,145.18258,"South-Eastern Metropolitan",7392,"Monash",8,2017
"11643","Wheelers Hill","h",4,1480000,"S","Ray",2017-08-19,16.7,"3150",3,2,649,190,1974,-37.9163,145.19612,"South-Eastern Metropolitan",7392,"Monash",8,2017
"11644","Wheelers Hill","h",4,1500000,"S","Ray",2017-08-19,16.7,"3150",2,2,657,190,1974,-37.90466,145.19434,"South-Eastern Metropolitan",7392,"Monash",8,2017
"11645","Wheelers Hill","h",4,1200000,"S","Ray",2017-08-19,16.7,"3150",2,2,650,190,1974,-37.91026,145.19298,"South-Eastern Metropolitan",7392,"Monash",8,2017
"11646","Williamstown","h",5,2550000,"PI","Williams",2017-08-19,6.8,"3016",2,2,840,244,1910,-37.8633,144.88871,"Western Metropolitan",6380,"Hobsons Bay",8,2017
"11647","Other","h",3,475000,"S","hockingstuart",2017-08-19,27.2,"Other",2,1,300,179,2005,-37.88162,144.62082,"Western Metropolitan",5262,"Wyndham",8,2017
"11648","Yallambie","h",4,1025000,"S","Nelson",2017-08-19,12.7,"Other",2,2,585,212,2014,-37.73022,145.08361,"Northern Metropolitan",1369,"Banyule",8,2017
"11649","Airport West","h",3,975500,"S","Barry",2017-08-26,10.4,"3042",1,1,697,130,1965,-37.73254,144.88321,"Western Metropolitan",3464,"Moonee Valley",8,2017
"11650","Airport West","h",3,880000,"S","Jellis",2017-08-26,10.4,"3042",1,3,626,130,1965,-37.71919,144.87842,"Western Metropolitan",3464,"Moonee Valley",8,2017
"11651","Albert Park","h",3,2340000,"S","Greg",2017-08-26,3,"3206",2,1,162,135,1880,-37.84398,144.95044,"Southern Metropolitan",3280,"Port Phillip",8,2017
"11652","Albert Park","h",3,2225000,"S","Greg",2017-08-26,3,"3206",1,1,241,130,1900,-37.84479,144.94429,"Southern Metropolitan",3280,"Port Phillip",8,2017
"11653","Altona","u",2,801250,"S","Sweeney",2017-08-26,11,"3018",1,1,245,76,1989,-37.87046,144.83482,"Western Metropolitan",5301,"Hobsons Bay",8,2017
"11654","Altona","h",3,920000,"VB","Other",2017-08-26,11,"3018",2,2,584,130,1964,-37.86249,144.82162,"Western Metropolitan",5301,"Hobsons Bay",8,2017
"11655","Altona North","h",3,791000,"S","Jas",2017-08-26,9.4,"3025",1,4,553,131,1960,-37.84484,144.85017,"Western Metropolitan",5132,"Hobsons Bay",8,2017
"11656","Armadale","h",4,4060000,"S","Marshall",2017-08-26,6.3,"3143",2,1,574,191,1910,-37.86325,145.02422,"Southern Metropolitan",4836,"Stonnington",8,2017
"11657","Ascot Vale","h",4,1151000,"S","Other",2017-08-26,4.3,"3032",2,2,290,178,2012,-37.77708,144.90914,"Western Metropolitan",6567,"Moonee Valley",8,2017
"11658","Ashburton","h",3,2550000,"S","Marshall",2017-08-26,10.2,"3147",2,3,1170,202,1950,-37.87253,145.0705,"Southern Metropolitan",3052,"Boroondara",8,2017
"11659","Ashburton","t",4,1650000,"VB","Jellis",2017-08-26,10.2,"3147",2,1,338,200,2005,-37.86058,145.08542,"Southern Metropolitan",3052,"Boroondara",8,2017
"11660","Balaclava","h",3,1680000,"S","McGrath",2017-08-26,6.4,"3183",1,2,325,130,1920,-37.87202,144.99123,"Southern Metropolitan",2952,"Port Phillip",8,2017
"11661","Balwyn North","h",4,1650000,"PI","Jellis",2017-08-26,9.7,"3104",2,3,868,190,1960,-37.80217,145.10183,"Southern Metropolitan",7809,"Boroondara",8,2017
"11662","Balwyn North","h",5,3e+06,"VB","Marshall",2017-08-26,9.7,"3104",4,2,830,260,1960,-37.78739,145.07389,"Southern Metropolitan",7809,"Boroondara",8,2017
"11663","Balwyn North","h",3,1900000,"S","Jellis",2017-08-26,9.7,"3104",1,1,663,130,1960,-37.79131,145.07861,"Southern Metropolitan",7809,"Boroondara",8,2017
"11664","Balwyn North","h",5,2800000,"S","Marshall",2017-08-26,9.7,"3104",2,2,1173,0,1960,-37.80385,145.09094,"Southern Metropolitan",7809,"Boroondara",8,2017
"11665","Other","h",4,1385000,"S","hockingstuart",2017-08-26,17.3,"3193",2,2,588,190,1970,-37.97258,145.05123,"Southern Metropolitan",5366,"Bayside",8,2017
"11666","Other","h",3,1589000,"S","Hodges",2017-08-26,17.3,"3193",2,2,596,130,1970,-37.98045,145.04833,"Southern Metropolitan",5366,"Bayside",8,2017
"11667","Other","h",4,951000,"S","Miles",2017-08-26,8.8,"3081",1,1,654,190,1960,-37.75399,145.03606,"Eastern Metropolitan",790,"Banyule",8,2017
"11668","Bentleigh","h",3,1300000,"VB","Woodards",2017-08-26,11.4,"3204",2,2,566,130,1950,-37.91469,145.02789,"Southern Metropolitan",6795,"Glen Eira",8,2017
"11669","Bentleigh East","h",3,1311000,"SP","Jellis",2017-08-26,13.8,"3165",2,3,632,194,1950,-37.92599,145.07537,"Southern Metropolitan",10969,"Glen Eira",8,2017
"11670","Bentleigh East","h",5,1800000,"VB","Gary",2017-08-26,13.8,"3165",3,3,697,243,1960,-37.91865,145.05418,"Southern Metropolitan",10969,"Glen Eira",8,2017
"11671","Bentleigh East","h",4,1370000,"VB","Gary",2017-08-26,13.8,"3165",3,3,605,186,1930,-37.91487,145.06623,"Southern Metropolitan",10969,"Glen Eira",8,2017
"11672","Bentleigh East","t",4,1130000,"S","Buxton",2017-08-26,13.8,"3165",2,2,270,183,2012,-37.90866,145.07533,"Southern Metropolitan",10969,"Glen Eira",8,2017
"11673","Blackburn","h",4,1660000,"PI","Jellis",2017-08-26,13.4,"3130",2,2,697,190,1954,-37.81245,145.16417,"Eastern Metropolitan",5713,"Whitehorse",8,2017
"11674","Blackburn","h",3,1350000,"S","Noel",2017-08-26,13.4,"3130",1,1,697,121,1950,-37.81511,145.15828,"Eastern Metropolitan",5713,"Whitehorse",8,2017
"11675","Other","h",3,1152000,"S","Fletchers",2017-08-26,13.4,"3130",1,3,584,130,1980,-37.83373,145.14493,"Eastern Metropolitan",4387,"Whitehorse",8,2017
"11676","Other","h",3,905000,"S","Ray",2017-08-26,13.4,"3130",2,2,887,150,1990,-37.8429,145.14895,"Eastern Metropolitan",4387,"Whitehorse",8,2017
"11677","Other","h",3,920000,"S","Buxton",2017-08-26,27,"Other",1,2,645,102,1950,-38.06688,145.12398,"South-Eastern Metropolitan",2887,"Kingston",8,2017
"11678","Other","h",4,728000,"S","Other",2017-08-26,25,"Other",1,1,744,136,1970,-37.85652,145.2758,"Eastern Metropolitan",9704,"Knox",8,2017
"11679","Box Hill","h",5,1900000,"PI","Buxton",2017-08-26,10.9,"3128",3,2,613,133,1955,-37.82703,145.12938,"Eastern Metropolitan",4605,"Whitehorse",8,2017
"11680","Other","h",4,1030000,"S","Nelson",2017-08-26,16.1,"3088",3,3,1061,312,1960,-37.70591,145.13005,"Eastern Metropolitan",1390,"Banyule",8,2017
"11681","Brighton","h",4,2260000,"S","Nick",2017-08-26,10.5,"3186",2,2,881,190,2015,-37.90217,144.99337,"Southern Metropolitan",10579,"Bayside",8,2017
"11682","Brighton","h",4,2830000,"S","Nick",2017-08-26,10.5,"3186",2,2,700,202,1930,-37.90034,144.99609,"Southern Metropolitan",10579,"Bayside",8,2017
"11683","Brighton","h",4,3200000,"VB","Marshall",2017-08-26,10.5,"3186",3,2,635,190,1930,-37.91559,144.99885,"Southern Metropolitan",10579,"Bayside",8,2017
"11684","Brighton East","h",5,1650000,"SP","Hodges",2017-08-26,10.3,"3187",2,5,773,275,1950,-37.93203,145.02844,"Southern Metropolitan",6938,"Bayside",8,2017
"11685","Brighton East","h",3,1650000,"SP","Buxton",2017-08-26,10.3,"3187",2,2,623,0,1920,-37.92698,145.02673,"Southern Metropolitan",6938,"Bayside",8,2017
"11686","Brighton East","h",3,2060000,"S","Jellis",2017-08-26,10.3,"3187",1,3,685,175,1950,-37.92364,145.01118,"Southern Metropolitan",6938,"Bayside",8,2017
"11687","Brunswick","u",1,424000,"SP","Jellis",2017-08-26,5.2,"3056",1,1,334,80,2009,-37.76078,144.96168,"Northern Metropolitan",11918,"Moreland",8,2017
"11688","Brunswick East","h",2,975000,"S","Nelson",2017-08-26,4,"3057",1,1,159,96,1920,-37.77726,144.97247,"Northern Metropolitan",5533,"Moreland",8,2017
"11689","Brunswick East","t",3,959000,"S","Jellis",2017-08-26,4,"3057",2,1,138,122,1998,-37.76292,144.97975,"Northern Metropolitan",5533,"Moreland",8,2017
"11690","Brunswick West","h",3,1160000,"S","Nelson",2017-08-26,5.2,"3055",1,2,575,130,1935,-37.75461,144.94669,"Northern Metropolitan",7082,"Moreland",8,2017
"11691","Brunswick West","h",2,887500,"S","Ray",2017-08-26,5.2,"3055",1,2,434,96,1935,-37.75336,144.93872,"Northern Metropolitan",7082,"Moreland",8,2017
"11692","Brunswick West","h",3,2350000,"VB","Collins",2017-08-26,5.2,"3055",2,2,445,160,1925,-37.76645,144.94133,"Northern Metropolitan",7082,"Moreland",8,2017
"11693","Bundoora","h",4,850000,"SP","Ray",2017-08-26,12.1,"3083",2,3,543,190,1974,-37.69852,145.06523,"Northern Metropolitan",10175,"Whittlesea",8,2017
"11694","Bundoora","h",4,815000,"S","Ray",2017-08-26,12.1,"3083",2,1,525,0,1965,-37.70765,145.05556,"Northern Metropolitan",10175,"Whittlesea",8,2017
"11695","Bundoora","h",5,940000,"S","Ray",2017-08-26,12.1,"3083",3,2,593,260,1974,-37.68878,145.05795,"Northern Metropolitan",10175,"Whittlesea",8,2017
"11696","Burwood","h",4,1535000,"S","Nelson",2017-08-26,10.4,"3125",3,2,1004,188,1950,-37.84533,145.12764,"Southern Metropolitan",5678,"Monash",8,2017
"11697","Burwood","h",2,1322500,"S","Buxton",2017-08-26,10.4,"3125",1,1,731,94,1950,-37.85621,145.10641,"Southern Metropolitan",5678,"Monash",8,2017
"11698","Burwood","h",3,1220000,"VB","Noel",2017-08-26,10.4,"3125",2,2,261,151,2015,-37.84691,145.10029,"Southern Metropolitan",5678,"Monash",8,2017
"11699","Burwood","h",3,1340000,"S","Fletchers",2017-08-26,10.4,"3125",1,1,556,130,1960,-37.84375,145.10591,"Southern Metropolitan",5678,"Monash",8,2017
"11700","Burwood","h",3,1238000,"S","Buxton",2017-08-26,10.4,"3125",2,1,735,130,1960,-37.85296,145.1055,"Southern Metropolitan",5678,"Monash",8,2017
"11701","Camberwell","h",4,2385000,"S","Marshall",2017-08-26,7.7,"3124",2,2,671,190,1914,-37.8296,145.06442,"Southern Metropolitan",8920,"Boroondara",8,2017
"11702","Canterbury","h",3,1935000,"S","Jellis",2017-08-26,8.4,"3126",2,2,449,130,1915,-37.82359,145.0693,"Southern Metropolitan",3265,"Boroondara",8,2017
"11703","Carnegie","h",3,1400000,"PI","Jellis",2017-08-26,10.1,"3163",2,3,818,193,2011,-37.89877,145.05132,"Southern Metropolitan",7822,"Glen Eira",8,2017
"11704","Other","h",3,615000,"S","hockingstuart",2017-08-26,34.9,"Other",2,2,804,130,1993,-38.09187,145.19463,"South-Eastern Metropolitan",8060,"Other",8,2017
"11705","Other","h",3,532000,"S","Barry",2017-08-26,34.9,"Other",1,2,474,104,1993,-38.10429,145.17178,"South-Eastern Metropolitan",8060,"Other",8,2017
"11706","Other","h",4,546000,"SP","Harcourts",2017-08-26,34.9,"Other",1,1,646,103,1987,-38.10346,145.18159,"South-Eastern Metropolitan",8060,"Other",8,2017
"11707","Caulfield South","u",2,790000,"S","Gary",2017-08-26,8.7,"3162",1,1,919,82,2010,-37.8981,145.03551,"Southern Metropolitan",5051,"Glen Eira",8,2017
"11708","Other","h",3,725000,"S","Ray",2017-08-26,27,"Other",1,1,534,95,1980,-38.04922,145.13904,"South-Eastern Metropolitan",2076,"Kingston",8,2017
"11709","Cheltenham","h",5,1300000,"VB","Buxton",2017-08-26,17.9,"3192",2,2,1006,213,1970,-37.97404,145.07541,"Southern Metropolitan",9758,"Bayside",8,2017
"11710","Cheltenham","h",3,975000,"S","Other",2017-08-26,17.9,"3192",2,2,595,114,1960,-37.97334,145.08192,"Southern Metropolitan",9758,"Bayside",8,2017
"11711","Other","h",3,950000,"S","C21",2017-08-26,17.5,"Other",2,2,535,123,1970,-37.94122,145.10924,"South-Eastern Metropolitan",4734,"Kingston",8,2017
"11712","Coburg","t",2,770000,"PI","Ray",2017-08-26,6.7,"3058",1,1,600,100,2009,-37.75356,144.9497,"Northern Metropolitan",11204,"Moreland",8,2017
"11713","Other","h",3,460000,"S","Stockdale",2017-08-26,17.4,"Other",1,3,536,104,1975,-37.65704,144.92987,"Northern Metropolitan",1124,"Hume",8,2017
"11714","Craigieburn","h",3,465000,"S","Ray",2017-08-26,20.6,"3064",1,1,338,130,2004,-37.57589,144.9305,"Northern Metropolitan",15510,"Hume",8,2017
"11715","Craigieburn","h",3,412500,"S","Other",2017-08-26,20.6,"3064",2,1,197,0,2012,-37.57687,144.911,"Northern Metropolitan",15510,"Hume",8,2017
"11716","Other","h",5,720008,"SP","O'Brien",2017-08-26,34.7,"Other",3,2,528,204,2006,-38.08902,145.29006,"South-Eastern Metropolitan",7680,"Other",8,2017
"11717","Croydon","h",5,905000,"S","Barry",2017-08-26,23,"3136",2,2,1005,185,1960,-37.78466,145.27326,"Eastern Metropolitan",11925,"Maroondah",8,2017
"11718","Croydon","h",5,1188000,"S","hockingstuart",2017-08-26,23,"3136",2,2,864,294,1980,-37.79546,145.27002,"Eastern Metropolitan",11925,"Maroondah",8,2017
"11719","Other","h",5,6e+05,"PI","Biggin",2017-08-26,24.7,"3175",2,1,608,146,1960,-37.96171,145.20122,"South-Eastern Metropolitan",8322,"Other",8,2017
"11720","Other","h",3,1100000,"VB","Buxton",2017-08-26,27,"Other",2,4,737,130,1940,-38.04214,145.11372,"South-Eastern Metropolitan",2546,"Kingston",8,2017
"11721","Eltham","h",4,1060000,"S","Buckingham",2017-08-26,18,"3095",2,2,842,202,1980,-37.70562,145.16611,"Eastern Metropolitan",6990,"Other",8,2017
"11722","Epping","h",3,595000,"S","hockingstuart",2017-08-26,19.6,"3076",1,2,536,0,1980,-37.64972,145.04086,"Northern Metropolitan",10926,"Whittlesea",8,2017
"11723","Epping","h",4,810000,"S","Barry",2017-08-26,19.6,"3076",2,4,854,260,1995,-37.63904,145.0589,"Northern Metropolitan",10926,"Whittlesea",8,2017
"11724","Essendon","h",5,2335000,"SP","Barry",2017-08-26,7.5,"3040",2,6,1012,222,1915,-37.74967,144.8977,"Western Metropolitan",9264,"Moonee Valley",8,2017
"11725","Essendon","h",3,1240000,"PI","Nelson",2017-08-26,7.5,"3040",1,2,476,130,1940,-37.75759,144.92788,"Western Metropolitan",9264,"Moonee Valley",8,2017
"11726","Essendon","h",3,1580000,"PI","Frank",2017-08-26,7.5,"3040",2,1,665,195,1886,-37.75238,144.92249,"Western Metropolitan",9264,"Moonee Valley",8,2017
"11727","Ferntree Gully","h",2,594000,"S","Ray",2017-08-26,24.8,"Other",1,1,550,96,1980,-37.87837,145.28104,"Eastern Metropolitan",10788,"Knox",8,2017
"11728","Fitzroy North","h",4,1620000,"S","Nelson",2017-08-26,3.6,"3068",1,1,241,200,1890,-37.78346,144.98685,"Northern Metropolitan",6244,"Yarra",8,2017
"11729","Fitzroy North","h",2,1385000,"SP","Jellis",2017-08-26,3.6,"3068",1,0,176,80,1890,-37.78852,144.97872,"Northern Metropolitan",6244,"Yarra",8,2017
"11730","Fitzroy North","h",2,1400000,"S","Nelson",2017-08-26,3.6,"3068",1,1,164,93,1890,-37.77796,144.98374,"Northern Metropolitan",6244,"Yarra",8,2017
"11731","Fitzroy North","h",4,1870000,"S","Jellis",2017-08-26,3.6,"3068",3,1,248,173,1890,-37.7833,144.98521,"Northern Metropolitan",6244,"Yarra",8,2017
"11732","Footscray","h",3,755000,"PI","hockingstuart",2017-08-26,5.1,"3011",1,2,334,110,1920,-37.7977,144.90398,"Western Metropolitan",7570,"Maribyrnong",8,2017
"11733","Footscray","h",3,750000,"PI","hockingstuart",2017-08-26,5.1,"3011",1,2,232,130,1915,-37.797,144.88173,"Western Metropolitan",7570,"Maribyrnong",8,2017
"11734","Forest Hill","h",4,1e+06,"PI","Ray",2017-08-26,15.4,"3131",2,2,624,190,1965,-37.84389,145.17345,"Eastern Metropolitan",4385,"Whitehorse",8,2017
"11735","Forest Hill","h",3,1197000,"S","Ray",2017-08-26,15.4,"3131",2,2,651,130,1960,-37.83455,145.16174,"Eastern Metropolitan",4385,"Whitehorse",8,2017
"11736","Forest Hill","h",6,1065000,"S","hockingstuart",2017-08-26,15.4,"3131",1,1,704,140,1950,-37.83161,145.17555,"Eastern Metropolitan",4385,"Whitehorse",8,2017
"11737","Forest Hill","h",4,1078000,"SP","Buxton",2017-08-26,15.4,"3131",1,1,611,119,1960,-37.83945,145.16684,"Eastern Metropolitan",4385,"Whitehorse",8,2017
"11738","Frankston","h",3,515000,"SP","O'Brien",2017-08-26,38,"3199",1,4,602,130,1970,-38.14374,145.16976,"South-Eastern Metropolitan",17055,"Other",8,2017
"11739","Other","h",3,493000,"S","Barry",2017-08-26,36.9,"Other",1,1,657,91,1975,-38.12023,145.15188,"Eastern Victoria",2500,"Other",8,2017
"11740","Other","h",4,980000,"S","hockingstuart",2017-08-26,38,"3199",2,2,937,191,1960,-38.15845,145.11141,"South-Eastern Metropolitan",7566,"Other",8,2017
"11741","Other","h",3,750000,"S","Barry",2017-08-26,38,"3199",1,2,698,130,1965,-38.16624,145.13297,"South-Eastern Metropolitan",7566,"Other",8,2017
"11742","Other","h",3,742000,"S","Barry",2017-08-26,12.9,"3043",2,2,375,130,1975,-37.68415,144.8999,"Western Metropolitan",3285,"Hume",8,2017
"11743","Glen Iris","h",4,2690000,"PI","Marshall",2017-08-26,7.3,"3146",2,2,647,0,1910,-37.86133,145.04167,"Southern Metropolitan",10412,"Boroondara",8,2017
"11744","Glen Iris","h",5,1700000,"VB","Other",2017-08-26,7.3,"3146",3,2,630,260,1940,-37.85718,145.08658,"Southern Metropolitan",10412,"Boroondara",8,2017
"11745","Glen Iris","h",3,1688000,"S","Purplebricks",2017-08-26,7.3,"3146",1,2,717,130,1940,-37.85918,145.083,"Southern Metropolitan",10412,"Boroondara",8,2017
