"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"452","West Footscray",3,620000,"S","Nelson",2016-10-15,8.2,"3012",1,2,255,148,2001,-37.8038,144.8679,"Western Metropolitan",5058,64,"10,215","Maribyrnong",10,2016
"453","Airport West",3,825000,"SP","Barry",2016-11-19,13.5,"3042",2,1,293,102,1960,-37.72,144.8776,"Western Metropolitan",3464,58,"6,954","Moonee Valley",11,2016
"454","Ascot Vale",3,1050000,"S","Jellis",2016-11-19,5.9,"3032",2,2,318,160,2013,-37.7744,144.9035,"Western Metropolitan",6567,75,"13,503","Moonee Valley",11,2016
"455","Ashburton",3,9e+05,"S","Jellis",2016-11-19,11,"3147",2,2,153,110,1990,-37.8655,145.0808,"Southern Metropolitan",3052,68,"7,577","Boroondara",11,2016
"456","Balwyn North",3,1137000,"S","Fletchers",2016-11-19,9.2,"3104",2,2,349,135,2005,-37.7955,145.0694,"Southern Metropolitan",7809,61,"20,345","Boroondara",11,2016
"457","Bentleigh East",3,935000,"S","hockingstuart",2016-11-19,13.9,"3165",2,2,230,160,2012,-37.9179,145.0592,"Southern Metropolitan",10969,59,"25,928","Glen Eira",11,2016
"458","Braybrook",3,579000,"S","Sweeney",2016-11-19,10.8,"3019",2,1,198,144,2013,-37.7827,144.8625,"Western Metropolitan",3589,65,"8,190","Maribyrnong",11,2016
"459","Brunswick East",3,1050000,"PI","Jellis",2016-11-19,4.5,"3057",3,2,87,151,1998,-37.7739,144.975,"Northern Metropolitan",5533,83,"8,502","Moreland",11,2016
"460","Caulfield South",4,1410000,"S","Gary",2016-11-19,9.3,"3162",2,3,342,188.5,2005,-37.8957,145.0196,"Southern Metropolitan",5051,70,"11,292","Glen Eira",11,2016
"461","Doncaster",4,1350000,"PI","Barry",2016-11-19,13.9,"3108",3,2,711,188.5,1960,-37.7887,145.1086,"Eastern Metropolitan",9028,58,"18,372","Manningham",11,2016
"462","Elsternwick",3,850000,"PI","Other",2016-11-19,8.5,"3185",2,2,108,142,2000,-37.8861,145.0014,"Southern Metropolitan",4898,83,"9,772","Glen Eira",11,2016
"463","Fitzroy North",3,1080000,"S","Jellis",2016-11-19,3.5,"3068",2,1,77,133,2016,-37.7923,144.9776,"Northern Metropolitan",6244,93,"11,451","Yarra",11,2016
"464","Other",2,635000,"PI","Ray",2016-11-19,10.4,"3163",2,1,81,2,1970,-37.8877,145.0449,"Southern Metropolitan",2403,76,"4,672","Glen Eira",11,2016
"465","Glenroy",2,434500,"S","Eview",2016-11-19,13,"3046",1,1,125,100,1975,-37.7042,144.9211,"Northern Metropolitan",8870,54,"19,671","Moreland",11,2016
"466","Hawthorn East",3,1590000,"S","Jellis",2016-11-19,7.5,"3123",2,2,289,181,2010,-37.8451,145.0525,"Southern Metropolitan",6482,83,"13,113","Boroondara",11,2016
"467","Kensington",2,7e+05,"S","Village",2016-11-19,4.2,"3031",1,3,62,100,1997,-37.7917,144.9231,"Northern Metropolitan",5263,82,"9,689","Melbourne",11,2016
"468","Kew",3,1330000,"PI","Jellis",2016-11-19,5.6,"3101",2,2,205,184,1995,-37.7993,145.0267,"Southern Metropolitan",10331,71,"23,871","Boroondara",11,2016
"469","Newport",3,770000,"S","Greg",2016-11-19,8.4,"3015",2,2,224,132,2015,-37.8424,144.8653,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",11,2016
"470","South Melbourne",3,1450000,"S","Cayzer",2016-11-19,2.1,"3205",2,1,146,135,2004,-37.8331,144.9665,"Southern Metropolitan",5943,92,"9,318","Port Phillip",11,2016
"471","Toorak",2,1210000,"PI","Kay",2016-11-19,4.6,"3142",2,2,101,100,1999,-37.8367,145.0076,"Southern Metropolitan",7217,74,"12,832","Stonnington",11,2016
"472","Armadale",3,1101000,"S","Jellis",2016-11-27,6.3,"3143",1,2,103,3,2000,-37.8542,145.0135,"Southern Metropolitan",4836,74,"8,732","Stonnington",11,2016
"473","Ascot Vale",3,1e+06,"S","Nelson",2016-11-27,5.9,"3032",2,2,200,144,2003,-37.7766,144.9277,"Western Metropolitan",6567,75,"13,503","Moonee Valley",11,2016
"474","Ashburton",4,1250000,"VB","Noel",2016-11-27,11,"3147",2,2,321,199,2007,-37.8693,145.08,"Southern Metropolitan",3052,68,"7,577","Boroondara",11,2016
"475","Ashburton",3,1710000,"S","Marshall",2016-11-27,11,"3147",2,2,295,135,1990,-37.8624,145.0798,"Southern Metropolitan",3052,68,"7,577","Boroondara",11,2016
"476","Ashwood",3,900500,"S","Jellis",2016-11-27,12.2,"3147",2,2,256,134,2012,-37.8655,145.1096,"Southern Metropolitan",2894,63,"6,091","Monash",11,2016
"477","Balwyn North",3,1238000,"S","Fletchers",2016-11-27,9.2,"3104",2,2,186,135,2010,-37.8028,145.0828,"Southern Metropolitan",7809,61,"20,345","Boroondara",11,2016
"478","Bentleigh",4,1320000,"S","Buxton",2016-11-27,13,"3204",3,3,346,220,2010,-37.9294,145.041,"Southern Metropolitan",6795,75,"14,926","Glen Eira",11,2016
"479","Bentleigh",2,680000,"PI","Other",2016-11-27,13,"3204",1,1,83,107,1998,-37.9259,145.0341,"Southern Metropolitan",6795,75,"14,926","Glen Eira",11,2016
"480","Bentleigh East",3,840000,"S","Buxton",2016-11-27,13.9,"3165",2,2,222,135,2008,-37.9241,145.0668,"Southern Metropolitan",10969,59,"25,928","Glen Eira",11,2016
"481","Bentleigh East",3,670000,"PI","Other",2016-11-27,13.9,"3165",1,2,233,135,2008,-37.9376,145.0784,"Southern Metropolitan",10969,59,"25,928","Glen Eira",11,2016
"482","Brighton",4,2250000,"SP","Marshall",2016-11-27,11.2,"3186",2,2,230,281,2012,-37.9237,145.0056,"Southern Metropolitan",10579,75,"21,267","Bayside",11,2016
"483","Camberwell",2,775000,"S","hockingstuart",2016-11-27,7.8,"3124",2,1,103,100,1998,-37.8406,145.0545,"Southern Metropolitan",8920,66,"20,022","Boroondara",11,2016
"484","Coburg",3,687000,"S","Nelson",2016-11-27,7.8,"3058",1,1,116,140,1995,-37.7454,144.9487,"Northern Metropolitan",11204,71,"24,996","Moreland",11,2016
"485","Doncaster",4,973500,"S","Ray",2016-11-27,13.9,"3108",2,2,234,160,2009,-37.7932,145.1275,"Eastern Metropolitan",9028,58,"18,372","Manningham",11,2016
"486","Elwood",3,920000,"PI","McGrath",2016-11-27,7.7,"3184",2,2,758,18,2010,-37.8768,144.9845,"Southern Metropolitan",8989,84,"14,644","Port Phillip",11,2016
"487","Essendon",3,935000,"PI","Alexkarbon",2016-11-27,8,"3040",2,2,247,135,2001,-37.7462,144.8949,"Western Metropolitan",9264,71,"18,841","Moonee Valley",11,2016
"488","Glenroy",3,6e+05,"VB","Nelson",2016-11-27,13,"3046",1,2,258,143,2001,-37.7047,144.9087,"Northern Metropolitan",8870,54,"19,671","Moreland",11,2016
"489","Hampton",2,915500,"S","Biggin",2016-11-27,13.7,"3188",2,1,0,148,2000,-37.9431,145.0118,"Southern Metropolitan",5454,69,"12,459","Bayside",11,2016
"490","Hampton",3,820000,"VB","Buxton",2016-11-27,13.7,"3188",2,2,0,135,2000,-37.9368,145.0242,"Southern Metropolitan",5454,69,"12,459","Bayside",11,2016
"491","Hawthorn",2,1055000,"S","Jellis",2016-11-27,4.6,"3122",2,1,191,151,1975,-37.813,145.0167,"Southern Metropolitan",11308,85,"21,138","Boroondara",11,2016
"492","Ivanhoe",3,550000,"PI","Barry",2016-11-27,7.9,"3079",1,1,139,135,1970,-37.757,145.0382,"Eastern Metropolitan",5549,71,"11,038","Banyule",11,2016
"493","Keilor East",3,660000,"PI","Barry",2016-11-27,12.8,"3033",2,1,265,135,2004,-37.7444,144.8763,"Western Metropolitan",5629,55,"13,234","Moonee Valley",11,2016
"494","Keilor Park",4,6e+05,"S","Barry",2016-11-27,14.5,"3042",2,1,231,146,2013,-37.7263,144.8584,"Western Metropolitan",1119,57,"2,546","Brimbank",11,2016
"495","Kew",3,730000,"SP","RT",2016-11-27,5.6,"3101",2,2,0,135,1980,-37.7941,145.0238,"Southern Metropolitan",10331,71,"23,871","Boroondara",11,2016
"496","Malvern East",3,1015000,"S","Marshall",2016-11-27,11.2,"3145",2,2,0,134,2013,-37.8689,145.06,"Southern Metropolitan",8801,77,"20,028","Stonnington",11,2016
"497","Moonee Ponds",3,1130000,"S","Brad",2016-11-27,6.9,"3039",2,2,217,145,2013,-37.7704,144.9162,"Western Metropolitan",6232,75,"13,507","Moonee Valley",11,2016
"498","Murrumbeena",4,1200000,"PI","Buxton",2016-11-27,12.1,"3163",3,2,297,188.5,2000,-37.895,145.0749,"Southern Metropolitan",4442,71,"8,573","Glen Eira",11,2016
"499","North Melbourne",3,1e+06,"VB","Nelson",2016-11-27,2.3,"3051",2,1,61,170,1920,-37.8039,144.9424,"Northern Metropolitan",6821,87,"11,733","Melbourne",11,2016
"500","Pascoe Vale",3,6e+05,"VB","hockingstuart",2016-11-27,9.9,"3044",2,1,122,139,1998,-37.7231,144.9373,"Northern Metropolitan",7485,59,"14,871","Moreland",11,2016
"501","Port Melbourne",3,950000,"PI","Frank",2016-11-27,3.8,"3207",2,2,0,134,2012,-37.8317,144.9446,"Southern Metropolitan",8648,84,"14,520","Port Phillip",11,2016
"502","South Kingsville",3,855000,"SP","Greg",2016-11-27,9.1,"3015",2,2,337,135,2006,-37.8288,144.8681,"Western Metropolitan",984,59,"1,829","Hobsons Bay",11,2016
"503","Toorak",3,910000,"PI","Marshall",2016-11-27,4.6,"3142",2,2,0,136,1980,-37.842,145.0046,"Southern Metropolitan",7217,74,"12,832","Stonnington",11,2016
"504","Essendon West",3,8e+05,"VB","Barry",2016-12-06,9.8,"3040",3,2,242,135,2013,-37.7535,144.8868,"Western Metropolitan",588,43,"1,405","Moonee Valley",12,2016
"505","Hadfield",3,750000,"S","Stockdale",2016-12-06,12.1,"3046",2,2,301,251,2011,-37.715,144.9475,"Northern Metropolitan",2606,51,"5,355","Moreland",12,2016
"506","Toorak",3,2700000,"VB","Kay",2016-12-06,4.6,"3142",2,2,294,220,2010,-37.8503,145.0292,"Southern Metropolitan",7217,74,"12,832","Stonnington",12,2016
"507","Alphington",2,805000,"S","Miles",2016-12-11,6.4,"3078",2,3,155,140,2004,-37.7804,145.0308,"Northern Metropolitan",2211,69,"4,573","Darebin",12,2016
"508","Altona",3,743000,"SP","Other",2016-12-11,13.8,"3018",2,2,211,176,2008,-37.8698,144.816,"Western Metropolitan",5301,63,"9,916","Hobsons Bay",12,2016
"509","Balwyn",4,1400000,"PI","Noel",2016-12-11,9.7,"3103",3,2,241,240,2009,-37.8042,145.1042,"Southern Metropolitan",5682,72,"12,945","Boroondara",12,2016
"510","Bentleigh East",3,860000,"VB","Buxton",2016-12-11,13.9,"3165",2,1,254,117,1995,-37.9227,145.0558,"Southern Metropolitan",10969,59,"25,928","Glen Eira",12,2016
"511","Bentleigh East",3,921000,"S","Buxton",2016-12-11,13.9,"3165",2,2,167,140,2009,-37.9219,145.0733,"Southern Metropolitan",10969,59,"25,928","Glen Eira",12,2016
"512","Brighton",3,1411000,"S","Buxton",2016-12-11,11.2,"3186",2,2,0,135,2011,-37.9144,145.0004,"Southern Metropolitan",10579,75,"21,267","Bayside",12,2016
"513","Brighton East",4,2570000,"S","Gary",2016-12-11,10.7,"3187",3,2,898,188.5,2000,-37.9176,145.0087,"Southern Metropolitan",6938,63,"15,807","Bayside",12,2016
"514","Elsternwick",3,820000,"VB","McGrath",2016-12-11,8.5,"3185",2,2,108,3,2002,-37.8858,145.0012,"Southern Metropolitan",4898,83,"9,772","Glen Eira",12,2016
"515","Fawkner",3,553500,"S","Ray",2016-12-11,12.4,"3060",2,1,280,135,2010,-37.7027,144.9615,"Northern Metropolitan",5070,56,"12,589","Moreland",12,2016
"516","Fitzroy",3,1520000,"S","Jellis",2016-12-11,1.6,"3065",2,2,0,135,2000,-37.7951,144.9776,"Northern Metropolitan",5825,96,"9,420","Yarra",12,2016
"517","Footscray",2,560000,"S","Sweeney",2016-12-11,6.4,"3011",1,1,111,100,2010,-37.7969,144.8852,"Western Metropolitan",7570,78,"13,203","Maribyrnong",12,2016
"518","Glenroy",3,460000,"S","Eview",2016-12-11,13,"3046",1,1,325,106,1970,-37.7001,144.9291,"Northern Metropolitan",8870,54,"19,671","Moreland",12,2016
"519","Hawthorn",3,1400000,"S","Jellis",2016-12-11,4.6,"3122",2,2,299,135,1960,-37.8299,145.0387,"Southern Metropolitan",11308,85,"21,138","Boroondara",12,2016
"520","Keilor East",2,520000,"S","Barry",2016-12-11,12.8,"3033",2,2,54,100,2004,-37.7384,144.8768,"Western Metropolitan",5629,55,"13,234","Moonee Valley",12,2016
"521","Kew",3,8e+05,"S","LITTLE",2016-12-11,5.6,"3101",2,2,848,97,1970,-37.796,145.0324,"Southern Metropolitan",10331,71,"23,871","Boroondara",12,2016
"522","Moorabbin",3,910000,"S","hockingstuart",2016-12-11,14.6,"3189",2,2,312,135,2001,-37.9412,145.0491,"Southern Metropolitan",2555,71,"5,298","Kingston",12,2016
"523","Northcote",3,865000,"S","Love",2016-12-11,5.5,"3070",1,2,184,108,2006,-37.7825,145.0104,"Northern Metropolitan",11364,82,"22,914","Darebin",12,2016
"524","Northcote",3,830000,"S","Jellis",2016-12-11,5.5,"3070",3,1,55,135,2013,-37.7626,144.9898,"Northern Metropolitan",11364,82,"22,914","Darebin",12,2016
"525","Pascoe Vale",3,667500,"SP","Brad",2016-12-11,9.9,"3044",2,2,167,135,2009,-37.7228,144.928,"Northern Metropolitan",7485,59,"14,871","Moreland",12,2016
"526","Pascoe Vale",3,790000,"S","Brad",2016-12-11,9.9,"3044",3,1,291,175,2009,-37.7271,144.9261,"Northern Metropolitan",7485,59,"14,871","Moreland",12,2016
"527","Reservoir",2,495000,"S","Nelson",2016-12-11,11.2,"3073",1,1,96,73,2013,-37.7139,145.0198,"Northern Metropolitan",21650,60,"47,517","Darebin",12,2016
"528","Reservoir",2,380000,"PI","Barry",2016-12-11,11.2,"3073",1,1,83,85,2010,-37.7171,145.0019,"Northern Metropolitan",21650,60,"47,517","Darebin",12,2016
"529","Reservoir",2,568000,"S","Ray",2016-12-11,11.2,"3073",1,1,120,100,2010,-37.7239,145.0083,"Northern Metropolitan",21650,60,"47,517","Darebin",12,2016
"530","Richmond",2,1430000,"S","Jellis",2016-12-11,2.6,"3121",2,2,153,125,2004,-37.8209,145.0055,"Northern Metropolitan",14949,90,"23,838","Yarra",12,2016
"531","Yarraville",3,1040000,"S","Sweeney",2016-12-11,7,"3013",2,0,352,152,2016,-37.8164,144.8869,"Western Metropolitan",6543,77,"13,811","Maribyrnong",12,2016
"532","Balwyn North",3,1050000,"PI","Ray",2017-01-07,9.7,"3104",3,2,200,135,2005,-37.79362,145.0652,"Southern Metropolitan",7809,61,"20,345","Boroondara",1,2017
"533","Other",3,640000,"S","Fletchers",2017-01-07,23.2,"Other",2,1,187,125,2010,-37.83909,145.26075,"Eastern Metropolitan",5030,61,"11,263","Knox",1,2017
"534","Brighton East",4,1731000,"SP","Buxton",2017-01-07,10.3,"3187",3,2,345,239,2001,-37.91503,145.00888,"Southern Metropolitan",6938,63,"15,807","Bayside",1,2017
"535","Broadmeadows",3,465000,"S","Barry",2017-01-07,14,"3047",2,3,248,123.21,2010,-37.68358,144.92387,"Northern Metropolitan",4294,56,"10,549","Hume",1,2017
"536","Camberwell",3,1320000,"PI","Other",2017-01-07,7.7,"3124",2,2,227,223,2006,-37.84689,145.05863,"Southern Metropolitan",8920,66,"20,022","Boroondara",1,2017
"537","Cheltenham",3,950000,"S","Chisholm",2017-01-07,17.9,"3192",3,2,160,149,2013,-37.96062,145.04296,"Southern Metropolitan",9758,71,"20,273","Bayside",1,2017
"538","Doncaster",3,840000,"SP","Philip",2017-01-07,12.4,"3108",2,2,0,135,2009,-37.78653,145.12363,"Eastern Metropolitan",9028,58,"18,372","Manningham",1,2017
"539","Essendon",3,864000,"S","Brad",2017-01-07,7.5,"3040",1,2,177,3,2001,-37.7401,144.89674,"Western Metropolitan",9264,71,"18,841","Moonee Valley",1,2017
"540","Forest Hill",3,850500,"S","Noel",2017-01-07,15.4,"3131",2,2,353,135,2005,-37.83401,145.17757,"Eastern Metropolitan",4385,72,"10,034","Whitehorse",1,2017
"541","Glenroy",3,525000,"S","Jellis",2017-01-07,11.2,"3046",1,1,194,133,2011,-37.70168,144.94862,"Northern Metropolitan",8870,54,"19,671","Moreland",1,2017
"542","Jacana",2,390000,"S","YPA",2017-01-07,14,"3047",1,1,165,89,1995,-37.68582,144.91638,"Northern Metropolitan",851,62,"1,935","Hume",1,2017
"543","Keilor East",2,520000,"VB","Other",2017-01-07,11.7,"3033",2,2,62,62,2014,-37.73893,144.87661,"Western Metropolitan",5629,55,"13,234","Moonee Valley",1,2017
"544","Kensington",1,5e+05,"VB","Nelson",2017-01-07,3.4,"3031",1,0,142,67,2000,-37.79059,144.93145,"Northern Metropolitan",5263,82,"9,689","Melbourne",1,2017
"545","Kensington",3,967000,"S","Edward",2017-01-07,3.4,"3031",2,2,0,120,1999,-37.79482,144.92192,"Northern Metropolitan",5263,82,"9,689","Melbourne",1,2017
"546","Maidstone",3,895000,"S","Rendina",2017-01-07,6.4,"3012",2,2,262,153,2004,-37.78284,144.88098,"Western Metropolitan",3873,62,"7,768","Maribyrnong",1,2017
"547","Maidstone",2,520000,"S","Jas",2017-01-07,6.4,"3012",1,1,126,100,2013,-37.78775,144.87446,"Western Metropolitan",3873,62,"7,768","Maribyrnong",1,2017
"548","Mitcham",3,970000,"VB","Noel",2017-01-07,17.2,"3132",2,1,263,146,2016,-37.8179,145.20658,"Eastern Metropolitan",6871,64,"14,829","Whitehorse",1,2017
"549","North Melbourne",2,936000,"S","Jellis",2017-01-07,1.8,"3051",1,0,0,100,2005,-37.80487,144.95705,"Northern Metropolitan",6821,87,"11,733","Melbourne",1,2017
"550","Oak Park",2,610000,"S","Nelson",2017-01-07,11.2,"3046",1,1,182,112,2015,-37.712,144.91761,"Northern Metropolitan",2651,55,"5,751","Moreland",1,2017
"551","Parkdale",3,1e+06,"S","Other",2017-01-07,21.5,"3195",2,2,298,124,1995,-37.99464,145.08099,"South-Eastern Metropolitan",5087,70,"11,152","Kingston",1,2017
"552","Reservoir",2,668500,"S","Nelson",2017-01-07,12,"3073",2,1,138,104.63,2014,-37.72487,145.00705,"Northern Metropolitan",21650,60,"47,517","Darebin",1,2017
"553","Sunshine",3,525000,"S","McGrath",2017-01-07,10.5,"3020",2,1,177,135,1996,-37.79408,144.82614,"Western Metropolitan",3755,71,"8,849","Brimbank",1,2017
"554","Other",2,385000,"SP","Other",2017-01-07,18.4,"3029",1,1,206,100,2005,-37.84219,144.71155,"Western Metropolitan",5811,20,"8,971","Wyndham",1,2017
"555","Other",3,917000,"S","Noel",2017-01-07,17.2,"3133",2,2,260,135,2004,-37.831,145.19844,"Eastern Metropolitan",4181,56,"9,909","Whitehorse",1,2017
"556","Aberfeldie",3,1300000,"SP","Barry",2017-02-25,9.1,"3040",3,1,593,205,2016,-37.7584,144.8968,"Western Metropolitan",1543,60,"3,623","Moonee Valley",2,2017
"557","Balwyn",3,1385000,"S","Jellis",2017-02-25,9.7,"3103",2,2,190,135,2000,-37.8164,145.0846,"Southern Metropolitan",5682,72,"12,945","Boroondara",2,2017
"558","Bentleigh East",4,1325000,"S","Buxton",2017-02-25,13.9,"3165",4,2,363,265,2012,-37.9116,145.0686,"Southern Metropolitan",10969,59,"25,928","Glen Eira",2,2017
"559","Braybrook",2,475000,"S","Barry",2017-02-25,10.8,"3019",1,1,115,104,1980,-37.7948,144.854,"Western Metropolitan",3589,65,"8,190","Maribyrnong",2,2017
"560","Brighton",2,1230000,"S","Hodges",2017-02-25,11.2,"3186",2,2,201,100,1997,-37.905,144.9959,"Southern Metropolitan",10579,75,"21,267","Bayside",2,2017
"561","Brighton",4,1630000,"SP","Biggin",2017-02-25,11.2,"3186",2,2,432,196,2000,-37.9228,145.0022,"Southern Metropolitan",10579,75,"21,267","Bayside",2,2017
"562","Brighton",2,1037000,"S","Buxton",2017-02-25,11.2,"3186",1,2,125,2,2009,-37.9078,145.0051,"Southern Metropolitan",10579,75,"21,267","Bayside",2,2017
"563","Brunswick",2,801000,"S","Jellis",2017-02-25,5.2,"3056",2,1,156,87,2007,-37.7744,144.9498,"Northern Metropolitan",11918,84,"22,739","Moreland",2,2017
"564","Camberwell",3,1625000,"S","Jellis",2017-02-25,7.8,"3124",2,2,283,160,1990,-37.8362,145.064,"Southern Metropolitan",8920,66,"20,022","Boroondara",2,2017
"565","Carnegie",3,808000,"S","Gary",2017-02-25,11.4,"3163",1,1,111,116,1998,-37.8889,145.0495,"Southern Metropolitan",7822,75,"16,333","Glen Eira",2,2017
"566","Coburg",3,6e+05,"S","Brad",2017-02-25,7.8,"3058",1,1,102,95,1976,-37.736,144.9665,"Northern Metropolitan",11204,71,"24,996","Moreland",2,2017
"567","Doncaster",3,1102200,"SP","Jellis",2017-02-25,13.9,"3108",2,2,233,175,2012,-37.7881,145.1371,"Eastern Metropolitan",9028,58,"18,372","Manningham",2,2017
"568","Other",2,710000,"S","Buxton",2017-02-25,10.4,"3163",1,1,0,78,1970,-37.8866,145.0396,"Southern Metropolitan",2403,76,"4,672","Glen Eira",2,2017
"569","Heidelberg",2,690000,"SP","Miles",2017-02-25,10.6,"3084",1,1,110,88,2010,-37.7489,145.07,"Eastern Metropolitan",2890,64,"5,733","Banyule",2,2017
"570","Kew East",3,1620000,"S","Fletchers",2017-02-25,7.5,"3102",2,2,248,167,2012,-37.7923,145.0595,"Southern Metropolitan",2671,71,"6,026","Boroondara",2,2017
"571","Maribyrnong",5,1e+06,"PI","Edward",2017-02-25,8.7,"3032",3,2,98,159,2000,-37.7843,144.8939,"Western Metropolitan",4918,70,"10,135","Maribyrnong",2,2017
"572","Northcote",3,980000,"S","Harrington",2017-02-25,5.5,"3070",2,2,195,135,2012,-37.7678,144.9853,"Northern Metropolitan",11364,82,"22,914","Darebin",2,2017
"573","Richmond",2,1200000,"SP","Jellis",2017-02-25,2.6,"3121",2,1,170,89,1940,-37.8229,144.9931,"Northern Metropolitan",14949,90,"23,838","Yarra",2,2017
"574","Richmond",3,1582000,"S","Jellis",2017-02-25,2.6,"3121",3,2,119,184,2005,-37.8278,144.9984,"Northern Metropolitan",14949,90,"23,838","Yarra",2,2017
"575","Surrey Hills",3,865000,"S","Noel",2017-02-25,11.2,"3127",1,1,217,101,1970,-37.8275,145.1032,"Southern Metropolitan",5457,66,"13,143","Whitehorse",2,2017
"576","Toorak",2,2100000,"PI","Abercromby's",2017-02-25,4.6,"3142",2,3,457,100,1999,-37.8464,145.0142,"Southern Metropolitan",7217,74,"12,832","Stonnington",2,2017
"577","West Melbourne",3,1120000,"S","Jellis",2017-02-25,1.9,"3003",3,1,801,122,2008,-37.8067,144.9435,"Northern Metropolitan",2230,89,"3,758","Melbourne",2,2017
"578","Williamstown",3,965000,"S","Sweeney",2017-02-25,8,"3016",2,1,151,148,2002,-37.8666,144.9058,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",2,2017
"579","Ashburton",4,1655000,"S","hockingstuart",2017-03-06,10.2,"3147",3,2,510,240,2013,-37.87159,145.0795,"Southern Metropolitan",3052,68,"7,577","Boroondara",3,2017
"580","Balwyn",3,1810000,"S","Noel",2017-03-06,7.9,"3103",2,2,400,135,2000,-37.80511,145.08972,"Southern Metropolitan",5682,72,"12,945","Boroondara",3,2017
"581","Other",4,860000,"S","Ray",2017-03-06,23.2,"Other",3,2,304,155,1970,-37.8543,145.25253,"Eastern Metropolitan",5030,61,"11,263","Knox",3,2017
"582","Bentleigh",4,1200000,"PI","Buxton",2017-03-06,11.4,"3204",2,2,293,226,2012,-37.92594,145.03184,"Southern Metropolitan",6795,75,"14,926","Glen Eira",3,2017
"583","Bentleigh East",3,935000,"S","hockingstuart",2017-03-06,13.8,"3165",2,2,244,135,2000,-37.9203,145.08074,"Southern Metropolitan",10969,59,"25,928","Glen Eira",3,2017
"584","Other",4,990000,"SP","Noel",2017-03-06,13.4,"3130",2,1,296,188.5,1950,-37.8054,145.15701,"Eastern Metropolitan",2867,57,"7,041","Whitehorse",3,2017
"585","Brunswick",2,765000,"SP","Jellis",2017-03-06,5.2,"3056",2,1,77,88,2007,-37.7617,144.96406,"Northern Metropolitan",11918,84,"22,739","Moreland",3,2017
"586","Burwood",4,845000,"PI","hockingstuart",2017-03-06,10.4,"3125",3,2,94,184,2005,-37.85213,145.10928,"Southern Metropolitan",5678,59,"13,172","Whitehorse",3,2017
"587","Camberwell",3,1171000,"S","Marshall",2017-03-06,7.7,"3124",2,2,350,135,1998,-37.8356,145.08005,"Southern Metropolitan",8920,66,"20,022","Boroondara",3,2017
"588","Cheltenham",2,745000,"S","Ray",2017-03-06,17.9,"3192",1,2,359,98.5,1991,-37.96342,145.06516,"Southern Metropolitan",9758,71,"20,273","Kingston",3,2017
"589","Coburg",3,690000,"SP","Nelson",2017-03-06,6.7,"3058",1,1,64,109,2011,-37.75535,144.96481,"Northern Metropolitan",11204,71,"24,996","Moreland",3,2017
"590","Hadfield",3,627000,"S","Stockdale",2017-03-06,11.2,"3046",2,2,0,139,2013,-37.70903,144.93995,"Northern Metropolitan",2606,51,"5,355","Moreland",3,2017
"591","Hawthorn East",3,1465000,"S","Jellis",2017-03-06,6.2,"3123",2,2,265,177,2010,-37.84506,145.05246,"Southern Metropolitan",6482,83,"13,113","Boroondara",3,2017
"592","Other",3,701000,"SP","Philip",2017-03-06,21.3,"3135",2,2,173,140,2009,-37.8327,145.2348,"Eastern Metropolitan",3794,55,"9,226","Maroondah",3,2017
"593","Kensington",3,855000,"S","Nelson",2017-03-06,3.4,"3031",2,1,68,135,2000,-37.79554,144.91679,"Northern Metropolitan",5263,82,"9,689","Melbourne",3,2017
"594","Kew",2,942000,"S","hockingstuart",2017-03-06,5.4,"3101",1,1,0,109,1975,-37.81439,145.04237,"Southern Metropolitan",10331,71,"23,871","Boroondara",3,2017
"595","Malvern",2,910000,"S","Marshall",2017-03-06,5.9,"3144",1,2,195,100,1995,-37.86916,145.03565,"Southern Metropolitan",4675,80,"9,494","Stonnington",3,2017
"596","Mentone",2,8e+05,"SP","Hodges",2017-03-06,20,"3194",1,1,0,104,1980,-37.98937,145.06723,"South-Eastern Metropolitan",6162,68,"11,628","Kingston",3,2017
"597","Mentone",3,815000,"SP","hockingstuart",2017-03-06,20,"3194",3,2,93,135,1989,-37.97917,145.07573,"South-Eastern Metropolitan",6162,68,"11,628","Kingston",3,2017
"598","Other",4,1170000,"S","hockingstuart",2017-03-06,21.5,"3195",2,2,312,179,2004,-38.002,145.08916,"South-Eastern Metropolitan",3650,66,"7,530","Kingston",3,2017
"599","Mount Waverley",3,1011000,"S","McGrath",2017-03-06,14.2,"3149",2,2,297,135,2001,-37.8605,145.12853,"Eastern Metropolitan",13366,62,"32,063","Monash",3,2017
"600","Other",4,950000,"VB","Jellis",2017-03-06,15.4,"3131",2,2,338,188.5,2011,-37.81065,145.17309,"Eastern Metropolitan",4973,63,"10,925","Whitehorse",3,2017
"601","Reservoir",2,521000,"S","Harcourts",2017-03-06,12,"3073",1,1,0,94,2009,-37.7106,145.00177,"Northern Metropolitan",21650,60,"47,517","Darebin",3,2017
"602","Reservoir",3,642500,"S","Barry",2017-03-06,12,"3073",2,2,160,140,2010,-37.71064,145.01067,"Northern Metropolitan",21650,60,"47,517","Darebin",3,2017
