"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"7292","Werribee",3,597000,"S","Ray",2017-07-29,14.7,"3030",1,1,672,130,1984,-37.89402,144.66276,"Western Metropolitan",16166,40,"37,777","Wyndham",7,2017
"7293","Werribee",4,645000,"PI","hockingstuart",2017-07-29,14.7,"3030",2,2,555,237,2002,-37.89359,144.66911,"Western Metropolitan",16166,40,"37,777","Wyndham",7,2017
"7294","Werribee",4,482500,"S","YPA",2017-07-29,14.7,"3030",2,0,533,170,1980,-37.89337,144.64003,"Western Metropolitan",16166,40,"37,777","Wyndham",7,2017
"7295","West Footscray",4,1300000,"SP","Jas",2017-07-29,6.4,"3012",2,2,588,190,1970,-37.79458,144.87271,"Western Metropolitan",5058,64,"10,215","Maribyrnong",7,2017
"7296","Other",3,635000,"S","Barry",2017-07-29,16.5,"Other",2,1,691,177,1975,-37.68026,144.88468,"Northern Metropolitan",2474,47,"5,514","Hume",7,2017
"7297","Other",4,821000,"S","YPA",2017-07-29,16.5,"Other",3,2,544,264,1997,-37.67841,144.87924,"Northern Metropolitan",2474,47,"5,514","Hume",7,2017
"7298","Wheelers Hill",5,1095000,"S","Ray",2017-07-29,16.7,"3150",2,2,629,260,1974,-37.91636,145.17581,"South-Eastern Metropolitan",7392,53,"19,091","Monash",7,2017
"7299","Williamstown",3,1285000,"S","Jas",2017-07-29,6.8,"3016",1,0,296,130,1977,-37.86335,144.89487,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",7,2017
"7300","Williamstown",3,1050000,"VB","Williams",2017-07-29,6.8,"3016",1,0,179,115,1890,-37.86558,144.90474,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",7,2017
"7301","Yarraville",2,750000,"SP","hockingstuart",2017-07-29,6.3,"3013",1,2,269,96,1940,-37.81649,144.86731,"Western Metropolitan",6543,77,"13,811","Maribyrnong",7,2017
"7302","Abbotsford",3,1e+06,"SP","Biggin",2017-08-04,2.5,"3067",1,0,198,98,1900,-37.8025,144.9939,"Northern Metropolitan",4019,84,"4,922","Yarra",8,2017
"7303","Aberfeldie",2,470000,"S","Barry",2017-08-04,9.1,"3040",1,1,70,72.3,1980,-37.7564,144.9043,"Western Metropolitan",1543,60,"3,623","Moonee Valley",8,2017
"7304","Aberfeldie",3,1300000,"S","Nelson",2017-08-04,9.1,"3040",3,2,240,240,2013,-37.762,144.8916,"Western Metropolitan",1543,60,"3,623","Moonee Valley",8,2017
"7305","Airport West",3,720000,"S","Brad",2017-08-04,13.5,"3042",2,2,305,136,2008,-37.7284,144.8874,"Western Metropolitan",3464,58,"6,954","Moonee Valley",8,2017
"7306","Airport West",3,872500,"S","Nelson",2017-08-04,13.5,"3042",1,1,594,130,1950,-37.7203,144.8757,"Western Metropolitan",3464,58,"6,954","Moonee Valley",8,2017
"7307","Albert Park",3,2115000,"PI","Marshall",2017-08-04,3.3,"3206",2,0,140,130,1900,-37.8426,144.9563,"Southern Metropolitan",3280,85,"5,989","Port Phillip",8,2017
"7308","Albert Park",2,2810000,"S","Greg",2017-08-04,3.3,"3206",1,1,263,96,1900,-37.8441,144.9522,"Southern Metropolitan",3280,85,"5,989","Port Phillip",8,2017
"7309","Albert Park",3,2155000,"S","RT",2017-08-04,3.3,"3206",2,0,130,130,1900,-37.8453,144.949,"Southern Metropolitan",3280,85,"5,989","Port Phillip",8,2017
"7310","Albion",3,8e+05,"S","Bells",2017-08-04,13.9,"3020",2,5,689,128,1951,-37.7776,144.8167,"Western Metropolitan",2185,53,"4,322","Brimbank",8,2017
"7311","Altona",3,840000,"SP","hockingstuart",2017-08-04,13.8,"3018",1,2,577,130,1964,-37.864,144.8161,"Western Metropolitan",5301,63,"9,916","Hobsons Bay",8,2017
"7312","Ascot Vale",3,1435000,"S","Nelson",2017-08-04,5.9,"3032",1,1,450,155,1920,-37.7756,144.9148,"Western Metropolitan",6567,75,"13,503","Moonee Valley",8,2017
"7313","Ashburton",2,1450000,"S","Woodards",2017-08-04,11,"3147",1,1,627,96,1950,-37.8689,145.0882,"Southern Metropolitan",3052,68,"7,577","Boroondara",8,2017
"7314","Ashwood",4,1126000,"S","Harcourts",2017-08-04,12.2,"3147",1,1,656,190,1958,-37.8696,145.1111,"Southern Metropolitan",2894,63,"6,091","Monash",8,2017
"7315","Ashwood",2,1495000,"S","Barry",2017-08-04,12.2,"3147",1,2,803,95,1950,-37.8683,145.1064,"Southern Metropolitan",2894,63,"6,091","Monash",8,2017
"7316","Avondale Heights",3,881000,"S","Nelson",2017-08-04,10.5,"3034",1,2,615,130,1970,-37.7532,144.8548,"Western Metropolitan",4502,59,"11,015","Moonee Valley",8,2017
"7317","Avondale Heights",4,850000,"SP","Moonee",2017-08-04,10.5,"3034",1,2,697,190,1970,-37.7678,144.8568,"Western Metropolitan",4502,59,"11,015","Moonee Valley",8,2017
"7318","Balwyn",3,1380000,"S","Barry",2017-08-04,9.7,"3103",2,1,548,130,1970,-37.8021,145.0637,"Southern Metropolitan",5682,72,"12,945","Boroondara",8,2017
"7319","Balwyn North",3,1922000,"S","hockingstuart",2017-08-04,9.2,"3104",1,1,696,130,1960,-37.8016,145.1013,"Southern Metropolitan",7809,61,"20,345","Boroondara",8,2017
"7320","Balwyn North",2,1900000,"S","Noel",2017-08-04,9.2,"3104",1,2,667,130,1955,-37.7926,145.0842,"Southern Metropolitan",7809,61,"20,345","Boroondara",8,2017
"7321","Other",3,894000,"S","Ray",2017-08-04,9.5,"3081",2,3,601,101.51,1950,-37.7524,145.0393,"Eastern Metropolitan",790,70,"1,719","Banyule",8,2017
"7322","Bentleigh",2,1100000,"VB","Woodards",2017-08-04,13,"3204",1,3,579,96,1950,-37.925,145.0467,"Southern Metropolitan",6795,75,"14,926","Glen Eira",8,2017
"7323","Bentleigh",6,2e+06,"VB","Buxton",2017-08-04,13,"3204",2,2,702,285.5,1926,-37.9193,145.033,"Southern Metropolitan",6795,75,"14,926","Glen Eira",8,2017
"7324","Bentleigh East",3,986000,"S","Buxton",2017-08-04,13.9,"3165",1,3,337,100,1950,-37.9331,145.0586,"Southern Metropolitan",10969,59,"25,928","Glen Eira",8,2017
"7325","Braybrook",3,925000,"S","Other",2017-08-04,10.8,"3019",1,2,597,130,1960,-37.7888,144.8511,"Western Metropolitan",3589,65,"8,190","Maribyrnong",8,2017
"7326","Braybrook",2,760000,"S","Douglas",2017-08-04,10.8,"3019",1,1,604,82,1950,-37.782,144.8528,"Western Metropolitan",3589,65,"8,190","Maribyrnong",8,2017
"7327","Brighton",5,5800000,"PI","Other",2017-08-04,11.2,"3186",4,4,1276,260,1880,-37.9164,144.9974,"Southern Metropolitan",10579,75,"21,267","Bayside",8,2017
"7328","Brighton",3,2575000,"S","Marshall",2017-08-04,11.2,"3186",2,2,517,195,1920,-37.894,144.9977,"Southern Metropolitan",10579,75,"21,267","Bayside",8,2017
"7329","Brighton",3,2140000,"S","hockingstuart",2017-08-04,11.2,"3186",2,2,393,130,1948,-37.902,144.9922,"Southern Metropolitan",10579,75,"21,267","Bayside",8,2017
"7330","Brighton",3,2225000,"PI","Nick",2017-08-04,11.2,"3186",2,2,0,167,1980,-37.911,144.9866,"Southern Metropolitan",10579,75,"21,267","Bayside",8,2017
"7331","Brunswick",4,1500000,"PI","Jellis",2017-08-04,5.2,"3056",2,1,459,190,1910,-37.7548,144.9545,"Northern Metropolitan",11918,84,"22,739","Moreland",8,2017
"7332","Brunswick",4,1210000,"SP","Woodards",2017-08-04,5.2,"3056",2,1,373,200,2009,-37.7733,144.9599,"Northern Metropolitan",11918,84,"22,739","Moreland",8,2017
"7333","Brunswick",3,1200000,"S","Nelson",2017-08-04,5.2,"3056",1,1,318,130,1927,-37.7648,144.9633,"Northern Metropolitan",11918,84,"22,739","Moreland",8,2017
"7334","Brunswick",1,412000,"S","Nelson",2017-08-04,5.2,"3056",1,1,85,69,1910,-37.7598,144.9563,"Northern Metropolitan",11918,84,"22,739","Moreland",8,2017
"7335","Brunswick",3,1115000,"S","Other",2017-08-04,5.2,"3056",1,1,249,116,1925,-37.7669,144.9664,"Northern Metropolitan",11918,84,"22,739","Moreland",8,2017
"7336","Brunswick",3,1300000,"VB","Nelson",2017-08-04,5.2,"3056",2,3,299,130,1910,-37.7759,144.952,"Northern Metropolitan",11918,84,"22,739","Moreland",8,2017
"7337","Brunswick",3,1260000,"S","Jellis",2017-08-04,5.2,"3056",2,1,192,120,1910,-37.7743,144.9637,"Northern Metropolitan",11918,84,"22,739","Moreland",8,2017
"7338","Brunswick East",4,1310000,"S","Jellis",2017-08-04,4.5,"3057",1,2,449,159,1930,-37.7671,144.9762,"Northern Metropolitan",5533,83,"8,502","Moreland",8,2017
"7339","Brunswick West",3,1222000,"S","Nelson",2017-08-04,5.9,"3055",1,1,380,130,1935,-37.7677,144.946,"Northern Metropolitan",7082,66,"13,171","Moreland",8,2017
"7340","Bulleen",3,1100000,"S","Barry",2017-08-04,11.8,"3105",2,3,709,143,1970,-37.7612,145.0968,"Eastern Metropolitan",4480,59,"10,848","Manningham",8,2017
"7341","Burwood",3,1465500,"S","Buxton",2017-08-04,11.7,"3125",2,3,620,130,1960,-37.8445,145.1005,"Southern Metropolitan",5678,59,"13,172","Whitehorse",8,2017
"7342","Camberwell",4,2216000,"S","Fletchers",2017-08-04,7.8,"3124",2,0,670,176,1930,-37.8378,145.089,"Southern Metropolitan",8920,66,"20,022","Boroondara",8,2017
"7343","Camberwell",4,2110000,"S","Fletchers",2017-08-04,7.8,"3124",1,3,572,150,1910,-37.8411,145.062,"Southern Metropolitan",8920,66,"20,022","Boroondara",8,2017
"7344","Camberwell",2,855000,"S","Woodards",2017-08-04,7.8,"3124",1,2,239,96,1939,-37.8442,145.0942,"Southern Metropolitan",8920,66,"20,022","Boroondara",8,2017
"7345","Canterbury",5,3115000,"SP","Fletchers",2017-08-04,9,"3126",3,0,715,260,1920,-37.8192,145.067,"Southern Metropolitan",3265,72,"7,856","Boroondara",8,2017
"7346","Carnegie",2,1424000,"S","Other",2017-08-04,11.4,"3163",1,1,575,96,1930,-37.8972,145.0524,"Southern Metropolitan",7822,75,"16,333","Glen Eira",8,2017
"7347","Clifton Hill",3,1500000,"S","Nelson",2017-08-04,3.4,"3068",1,1,230,127,1900,-37.788,144.9967,"Northern Metropolitan",2954,85,"5,782","Yarra",8,2017
"7348","Coburg",3,790000,"PI","Brad",2017-08-04,7.8,"3058",1,1,399,130,1930,-37.7408,144.9474,"Northern Metropolitan",11204,71,"24,996","Moreland",8,2017
"7349","Coburg",2,677776,"SP","Jellis",2017-08-04,7.8,"3058",1,2,0,64,1980,-37.7519,144.9496,"Northern Metropolitan",11204,71,"24,996","Moreland",8,2017
"7350","Coburg",3,995000,"S","Jellis",2017-08-04,7.8,"3058",1,1,415,130,1930,-37.7509,144.9591,"Northern Metropolitan",11204,71,"24,996","Moreland",8,2017
"7351","Coburg North",4,1240000,"S","Jellis",2017-08-04,9.2,"3058",2,2,456,190,1955,-37.7317,144.9829,"Northern Metropolitan",3445,62,"6,574","Moreland",8,2017
"7352","Coburg North",3,875000,"S","hockingstuart",2017-08-04,9.2,"3058",1,1,592,130,1955,-37.72,144.9577,"Northern Metropolitan",3445,62,"6,574","Moreland",8,2017
"7353","Coburg North",3,887000,"S","Peter",2017-08-04,9.2,"3058",1,2,560,130,1955,-37.7266,144.9647,"Northern Metropolitan",3445,62,"6,574","Moreland",8,2017
"7354","Cremorne",2,855000,"S","Biggin",2017-08-04,2.5,"3121",1,0,117,96,1900,-37.8262,144.9922,"Northern Metropolitan",1123,89,"1,572","Yarra",8,2017
"7355","Doncaster",4,1480000,"S","Philip",2017-08-04,13.9,"3108",2,2,656,190,1965,-37.7833,145.1302,"Eastern Metropolitan",9028,58,"18,372","Manningham",8,2017
"7356","Doncaster",3,1542000,"S","Barry",2017-08-04,13.9,"3108",2,2,980,130,1970,-37.7883,145.1387,"Eastern Metropolitan",9028,58,"18,372","Manningham",8,2017
"7357","Doncaster",4,1300000,"PI","Ray",2017-08-04,13.9,"3108",2,2,872,185,1970,-37.7906,145.1138,"Eastern Metropolitan",9028,58,"18,372","Manningham",8,2017
"7358","Doncaster",4,1400000,"PI","Barry",2017-08-04,13.9,"3108",2,2,664,150,1980,-37.7895,145.1116,"Eastern Metropolitan",9028,58,"18,372","Manningham",8,2017
"7359","Essendon",3,1400000,"S","Nelson",2017-08-04,8,"3040",2,2,359,130,1940,-37.7427,144.898,"Western Metropolitan",9264,71,"18,841","Moonee Valley",8,2017
"7360","Essendon",4,1400000,"VB","Nelson",2017-08-04,8,"3040",2,1,267,190,1940,-37.7558,144.9106,"Western Metropolitan",9264,71,"18,841","Moonee Valley",8,2017
"7361","Essendon",5,2020000,"S","Brad",2017-08-04,8,"3040",3,3,900,40,1940,-37.7485,144.9036,"Western Metropolitan",9264,71,"18,841","Moonee Valley",8,2017
"7362","Essendon North",4,1291000,"S","Barry",2017-08-04,9.4,"3041",2,2,521,157,1945,-37.7372,144.9022,"Western Metropolitan",1308,74,"2,292","Moonee Valley",8,2017
"7363","Fawkner",3,741000,"S","Peter",2017-08-04,12.4,"3060",1,3,578,128,1960,-37.6966,144.9695,"Northern Metropolitan",5070,56,"12,589","Moreland",8,2017
"7364","Fawkner",3,660000,"S","Brad",2017-08-04,12.4,"3060",1,2,585,88,1960,-37.695,144.9676,"Northern Metropolitan",5070,56,"12,589","Moreland",8,2017
"7365","Fitzroy North",2,846000,"S","Harrington",2017-08-04,3.5,"3068",1,0,160,119,1880,-37.7933,144.9824,"Northern Metropolitan",6244,93,"11,451","Yarra",8,2017
"7366","Fitzroy North",2,1345000,"S","Woodards",2017-08-04,3.5,"3068",1,0,176,96,1890,-37.7831,144.9805,"Northern Metropolitan",6244,93,"11,451","Yarra",8,2017
"7367","Fitzroy North",2,1802500,"S","Nelson",2017-08-04,3.5,"3068",2,1,182,96,1880,-37.7843,144.9902,"Northern Metropolitan",6244,93,"11,451","Yarra",8,2017
"7368","Flemington",3,940000,"S","hockingstuart",2017-08-04,4.4,"3031",1,1,320,110,1940,-37.7844,144.9359,"Northern Metropolitan",3593,76,"7,512","Moonee Valley",8,2017
"7369","Flemington",2,953000,"S","Biggin",2017-08-04,4.4,"3031",1,0,274,103,1930,-37.7813,144.9238,"Northern Metropolitan",3593,76,"7,512","Moonee Valley",8,2017
"7370","Footscray",3,1270000,"S","Jas",2017-08-04,6.4,"3011",1,1,452,130,1913,-37.7939,144.8936,"Western Metropolitan",7570,78,"13,203","Maribyrnong",8,2017
"7371","Footscray",3,1375000,"S","Greg",2017-08-04,6.4,"3011",2,3,487,130,1915,-37.7942,144.8934,"Western Metropolitan",7570,78,"13,203","Maribyrnong",8,2017
"7372","Footscray",2,885000,"S","Jas",2017-08-04,6.4,"3011",1,0,267,99.5,1890,-37.7961,144.89,"Western Metropolitan",7570,78,"13,203","Maribyrnong",8,2017
"7373","Glen Iris",3,1800000,"SP","Jellis",2017-08-04,9.2,"3146",1,3,732,138,1950,-37.8562,145.0864,"Southern Metropolitan",10412,65,"24,992","Boroondara",8,2017
"7374","Glenroy",3,885000,"PI","Barry",2017-08-04,13,"3046",1,2,751,145,1972,-37.6962,144.9376,"Northern Metropolitan",8870,54,"19,671","Moreland",8,2017
"7375","Gowanbrae",3,741000,"S","Nelson",2017-08-04,13.6,"3043",2,2,585,130,2005,-37.7055,144.8943,"Western Metropolitan",1071,47,"2,752","Moreland",8,2017
"7376","Gowanbrae",3,680000,"S","Nelson",2017-08-04,13.6,"3043",2,1,277,168,2010,-37.7039,144.8986,"Western Metropolitan",1071,47,"2,752","Moreland",8,2017
"7377","Heidelberg",3,1340000,"S","Darren",2017-08-04,10.6,"3084",2,0,600,130,1954,-37.7523,145.0676,"Eastern Metropolitan",2890,64,"5,733","Banyule",8,2017
"7378","Heidelberg Heights",4,706000,"SP","Nelson",2017-08-04,10.5,"3081",1,2,374,113,1940,-37.7437,145.0506,"Eastern Metropolitan",2947,64,"6,410","Banyule",8,2017
"7379","Heidelberg West",3,855000,"S","Barry",2017-08-04,9.4,"3081",1,2,658,99,1960,-37.7445,145.0386,"Eastern Metropolitan",2674,68,"5,335","Banyule",8,2017
"7380","Heidelberg West",2,650000,"S","Haughton",2017-08-04,9.4,"3081",1,2,465,81,1960,-37.7369,145.0371,"Eastern Metropolitan",2674,68,"5,335","Banyule",8,2017
"7381","Ivanhoe",3,970000,"S","Miles",2017-08-04,7.9,"3079",1,4,459,130,1950,-37.7639,145.0377,"Eastern Metropolitan",5549,71,"11,038","Banyule",8,2017
"7382","Ivanhoe",4,1650000,"PI","Miles",2017-08-04,7.9,"3079",2,1,589,185,1910,-37.7671,145.037,"Eastern Metropolitan",5549,71,"11,038","Banyule",8,2017
"7383","Ivanhoe",4,3020000,"S","Miles",2017-08-04,7.9,"3079",2,1,1250,190,1950,-37.7639,145.0506,"Eastern Metropolitan",5549,71,"11,038","Banyule",8,2017
"7384","Jacana",3,485000,"SP","Barry",2017-08-04,14.5,"3047",1,2,630,105.23,1970,-37.6822,144.9108,"Northern Metropolitan",851,62,"1,935","Hume",8,2017
"7385","Keilor East",3,843000,"S","Nelson",2017-08-04,12.8,"3033",2,4,573,176,1980,-37.7473,144.8555,"Western Metropolitan",5629,55,"13,234","Moonee Valley",8,2017
"7386","Keilor East",3,835000,"S","Brad",2017-08-04,12.8,"3033",2,2,700,126,1980,-37.7322,144.8722,"Western Metropolitan",5629,55,"13,234","Moonee Valley",8,2017
"7387","Keilor East",3,635000,"S","Nelson",2017-08-04,12.8,"3033",2,1,162,115,2015,-37.7308,144.8664,"Western Metropolitan",5629,55,"13,234","Moonee Valley",8,2017
"7388","Maidstone",3,760000,"PI","Biggin",2017-08-04,9.2,"3012",1,2,584,130,1955,-37.7858,144.8757,"Western Metropolitan",3873,62,"7,768","Maribyrnong",8,2017
"7389","Malvern East",4,3200000,"S","Marshall",2017-08-04,11.2,"3145",2,2,709,214,1910,-37.8693,145.0423,"Southern Metropolitan",8801,77,"20,028","Stonnington",8,2017
"7390","Malvern East",3,1380000,"S","Buxton",2017-08-04,11.2,"3145",1,2,572,130,1930,-37.8757,145.066,"Southern Metropolitan",8801,77,"20,028","Stonnington",8,2017
"7391","Middle Park",2,1335000,"S","Greg",2017-08-04,4.1,"3206",1,1,107,96,1900,-37.8468,144.9612,"Southern Metropolitan",2019,80,"4,042","Port Phillip",8,2017
"7392","Middle Park",3,1420000,"S","RT",2017-08-04,4.1,"3206",1,0,112,130,1900,-37.8447,144.9604,"Southern Metropolitan",2019,80,"4,042","Port Phillip",8,2017
"7393","Middle Park",2,1300000,"S","hockingstuart",2017-08-04,4.1,"3206",1,0,132,80,1900,-37.8527,144.9657,"Southern Metropolitan",2019,80,"4,042","Port Phillip",8,2017
"7394","Moonee Ponds",2,940000,"S","Brad",2017-08-04,6.9,"3039",1,2,428,96,1915,-37.773,144.9332,"Western Metropolitan",6232,75,"13,507","Moonee Valley",8,2017
"7395","Moonee Ponds",3,1670000,"S","Brad",2017-08-04,6.9,"3039",2,2,803,166,1915,-37.7627,144.9047,"Western Metropolitan",6232,75,"13,507","Moonee Valley",8,2017
"7396","Moonee Ponds",2,1040000,"S","Nelson",2017-08-04,6.9,"3039",1,2,313,95,1920,-37.7663,144.9098,"Western Metropolitan",6232,75,"13,507","Moonee Valley",8,2017
"7397","Moonee Ponds",4,1515000,"S","Nelson",2017-08-04,6.9,"3039",2,3,574,203,1910,-37.7644,144.9061,"Western Metropolitan",6232,75,"13,507","Moonee Valley",8,2017
"7398","Moonee Ponds",4,1940000,"PI","Frank",2017-08-04,6.9,"3039",2,3,675,228,1920,-37.7686,144.912,"Western Metropolitan",6232,75,"13,507","Moonee Valley",8,2017
"7399","Moorabbin",3,1321000,"S","Other",2017-08-04,14.6,"3189",1,2,688,130,1956,-37.9432,145.0462,"Southern Metropolitan",2555,71,"5,298","Kingston",8,2017
"7400","Moorabbin",2,1035000,"S","McGrath",2017-08-04,14.6,"3189",1,1,593,96,1960,-37.9396,145.0519,"Southern Metropolitan",2555,71,"5,298","Kingston",8,2017
"7401","Murrumbeena",2,707000,"S","Gary",2017-08-04,12.1,"3163",1,1,646,92,1950,-37.8949,145.072,"Southern Metropolitan",4442,71,"8,573","Glen Eira",8,2017
"7402","Newport",3,1400000,"SP","Raine",2017-08-04,8.4,"3015",1,4,644,130,1940,-37.8457,144.8924,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",8,2017
"7403","Newport",2,890000,"S","Sweeney",2017-08-04,8.4,"3015",1,0,165,9,1940,-37.8415,144.884,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",8,2017
"7404","Newport",3,1530000,"S","Greg",2017-08-04,8.4,"3015",1,2,588,130,1940,-37.8485,144.8909,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",8,2017
"7405","Newport",3,1200000,"S","Williams",2017-08-04,8.4,"3015",1,0,484,130,1940,-37.8437,144.8809,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",8,2017
"7406","Newport",3,1325500,"S","hockingstuart",2017-08-04,8.4,"3015",2,0,367,130,1940,-37.844,144.889,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",8,2017
"7407","Niddrie",3,810000,"S","Barry",2017-08-04,11.2,"3042",2,1,297,139,1955,-37.738,144.8865,"Western Metropolitan",2291,61,"4,851","Moonee Valley",8,2017
"7408","Niddrie",3,1200000,"S","Brad",2017-08-04,11.2,"3042",1,1,650,130,1955,-37.7436,144.8856,"Western Metropolitan",2291,61,"4,851","Moonee Valley",8,2017
"7409","Niddrie",3,850000,"PI","Barry",2017-08-04,11.2,"3042",2,2,795,130,1955,-37.736,144.8771,"Western Metropolitan",2291,61,"4,851","Moonee Valley",8,2017
"7410","Northcote",3,1300000,"SP","Jellis",2017-08-04,5.5,"3070",1,0,191,108,1915,-37.7717,144.995,"Northern Metropolitan",11364,82,"22,914","Darebin",8,2017
"7411","Northcote",2,695000,"S","Barry",2017-08-04,5.5,"3070",1,1,120,96,1975,-37.7715,145.0075,"Northern Metropolitan",11364,82,"22,914","Darebin",8,2017
"7412","Northcote",2,995000,"PI","Purplebricks",2017-08-04,5.5,"3070",1,2,228,110,2004,-37.7634,144.9985,"Northern Metropolitan",11364,82,"22,914","Darebin",8,2017
"7413","Oak Park",3,955000,"S","Considine",2017-08-04,11.5,"3046",1,2,690,130,1950,-37.7167,144.9127,"Northern Metropolitan",2651,55,"5,751","Moreland",8,2017
"7414","Oak Park",3,755000,"SP","Eview",2017-08-04,11.5,"3046",2,1,341,170,2003,-37.7166,144.9104,"Northern Metropolitan",2651,55,"5,751","Moreland",8,2017
"7415","Oakleigh",4,2525000,"S","Barry",2017-08-04,14,"3166",2,0,1143,190,1950,-37.8952,145.0928,"Southern Metropolitan",3224,73,"7,540","Monash",8,2017
"7416","Oakleigh",4,1615000,"S","Woodards",2017-08-04,14,"3166",2,2,537,199,1920,-37.91,145.096,"Southern Metropolitan",3224,73,"7,540","Monash",8,2017
"7417","Oakleigh South",3,985100,"S","Gary",2017-08-04,14.7,"3167",1,2,621,130,1950,-37.9115,145.0889,"South-Eastern Metropolitan",3692,50,"9,126","Monash",8,2017
"7418","Oakleigh South",3,770000,"S","C21",2017-08-04,14.7,"3167",1,1,590,132,1960,-37.918,145.085,"South-Eastern Metropolitan",3692,50,"9,126","Kingston",8,2017
"7419","Ormond",5,2250000,"S","Buxton",2017-08-04,11.8,"3204",2,2,699,228,1925,-37.908,145.0502,"Southern Metropolitan",3578,72,"7,707","Glen Eira",8,2017
"7420","Pascoe Vale",2,999000,"S","Nelson",2017-08-04,9.9,"3044",1,1,587,95,1920,-37.7306,144.9357,"Northern Metropolitan",7485,59,"14,871","Moreland",8,2017
"7421","Pascoe Vale",3,806000,"SP","Brad",2017-08-04,9.9,"3044",1,1,488,130,1960,-37.7253,144.9467,"Northern Metropolitan",7485,59,"14,871","Moreland",8,2017
"7422","Pascoe Vale",3,8e+05,"SP","Nelson",2017-08-04,9.9,"3044",1,0,793,130,1960,-37.7182,144.9506,"Northern Metropolitan",7485,59,"14,871","Moreland",8,2017
"7423","Pascoe Vale",4,8e+05,"S","Nelson",2017-08-04,9.9,"3044",1,1,593,131,1970,-37.7278,144.9463,"Northern Metropolitan",7485,59,"14,871","Moreland",8,2017
"7424","Port Melbourne",3,2400000,"S","Greg",2017-08-04,3.8,"3207",2,2,368,226,1880,-37.8323,144.9463,"Southern Metropolitan",8648,84,"14,520","Port Phillip",8,2017
"7425","Port Melbourne",2,1332000,"S","Greg",2017-08-04,3.8,"3207",1,2,288,96,1905,-37.8366,144.923,"Southern Metropolitan",8648,84,"14,520","Port Phillip",8,2017
"7426","Port Melbourne",2,801000,"S","Greg",2017-08-04,3.8,"3207",2,1,0,90,2012,-37.84,144.939,"Southern Metropolitan",8648,84,"14,520","Port Phillip",8,2017
"7427","Prahran",2,1305000,"SP","Gary",2017-08-04,4.5,"3181",1,1,210,96,1902,-37.8551,145.0058,"Southern Metropolitan",7717,87,"11,171","Stonnington",8,2017
"7428","Preston",3,1045000,"S","Nelson",2017-08-04,8.8,"3072",1,2,513,130,1950,-37.7505,144.991,"Northern Metropolitan",14577,73,"29,893","Darebin",8,2017
"7429","Preston",2,2e+06,"PI","McGrath",2017-08-04,8.8,"3072",1,2,465,96,1950,-37.7424,145.0026,"Northern Metropolitan",14577,73,"29,893","Darebin",8,2017
"7430","Preston",3,1121000,"S","Barry",2017-08-04,8.8,"3072",2,3,604,123,1925,-37.7438,144.9971,"Northern Metropolitan",14577,73,"29,893","Darebin",8,2017
"7431","Preston",4,1200000,"S","RW",2017-08-04,8.8,"3072",3,2,466,190,1950,-37.731,145.0115,"Northern Metropolitan",14577,73,"29,893","Darebin",8,2017
"7432","Preston",3,917500,"S","Nelson",2017-08-04,8.8,"3072",2,2,472,123,1965,-37.7336,145.0022,"Northern Metropolitan",14577,73,"29,893","Darebin",8,2017
"7433","Reservoir",4,905000,"S","hockingstuart",2017-08-04,11.2,"3073",2,2,696,142,1965,-37.7074,145.0276,"Northern Metropolitan",21650,60,"47,517","Darebin",8,2017
"7434","Reservoir",2,935000,"S","Love",2017-08-04,11.2,"3073",1,1,537,96,1960,-37.7269,144.988,"Northern Metropolitan",21650,60,"47,517","Darebin",8,2017
"7435","Reservoir",3,665000,"S","Love",2017-08-04,11.2,"3073",1,2,874,130,1960,-37.6982,145.0043,"Northern Metropolitan",21650,60,"47,517","Darebin",8,2017
"7436","Reservoir",3,610000,"S","Barry",2017-08-04,11.2,"3073",1,2,435,102,1960,-37.7054,144.9945,"Northern Metropolitan",21650,60,"47,517","Darebin",8,2017
"7437","Reservoir",4,770000,"S","Ray",2017-08-04,11.2,"3073",3,3,697,213,1970,-37.701,144.9993,"Northern Metropolitan",21650,60,"47,517","Darebin",8,2017
"7438","Reservoir",5,845000,"S","RW",2017-08-04,11.2,"3073",2,2,676,100,1960,-37.7114,145.021,"Northern Metropolitan",21650,60,"47,517","Darebin",8,2017
"7439","Richmond",3,1785000,"S","hockingstuart",2017-08-04,2.6,"3121",1,0,240,115,1958,-37.8221,144.9964,"Northern Metropolitan",14949,90,"23,838","Yarra",8,2017
"7440","Richmond",3,1400000,"VB","Nelson",2017-08-04,2.6,"3121",2,0,848,130,1900,-37.8235,144.9963,"Northern Metropolitan",14949,90,"23,838","Yarra",8,2017
"7441","Rosanna",4,1380000,"S","Fletchers",2017-08-04,11.4,"3084",2,2,607,190,1960,-37.7334,145.0631,"Eastern Metropolitan",3540,62,"7,892","Banyule",8,2017
